,condition,outcome,persona,response
0,orchid orangutan; defiant dragonfly,gender,p0016,2
1938,orchid orangutan; defiant dragonfly,education,p2229,4
1939,orchid orangutan; defiant dragonfly,education,p2234,3
1940,orchid orangutan; defiant dragonfly,education,p2237,5
1941,orchid orangutan; defiant dragonfly,education,p2238,5
1942,orchid orangutan; defiant dragonfly,education,p2244,4
1943,orchid orangutan; defiant dragonfly,education,p2248,2
1944,orchid orangutan; defiant dragonfly,education,p2252,4
1945,orchid orangutan; defiant dragonfly,education,p2255,2
1946,orchid orangutan; defiant dragonfly,education,p2261,3
1947,orchid orangutan; defiant dragonfly,education,p2263,3
1948,orchid orangutan; defiant dragonfly,education,p2273,5
1949,orchid orangutan; defiant dragonfly,education,p2275,3
1950,orchid orangutan; defiant dragonfly,education,p2276,4
1951,orchid orangutan; defiant dragonfly,education,p2283,3
1952,orchid orangutan; defiant dragonfly,education,p2287,2
1953,orchid orangutan; defiant dragonfly,education,p2296,3
1954,orchid orangutan; defiant dragonfly,education,p2298,3
1955,orchid orangutan; defiant dragonfly,education,p2304,4
1956,orchid orangutan; defiant dragonfly,education,p2310,2
1957,orchid orangutan; defiant dragonfly,education,p2322,2
1958,orchid orangutan; defiant dragonfly,education,p2326,4
1959,orchid orangutan; defiant dragonfly,education,p2330,3
1960,orchid orangutan; defiant dragonfly,education,p2331,3
1961,orchid orangutan; defiant dragonfly,education,p2333,2
1962,orchid orangutan; defiant dragonfly,education,p2347,2
1963,orchid orangutan; defiant dragonfly,education,p2350,3
1964,orchid orangutan; defiant dragonfly,education,p2351,4
1965,orchid orangutan; defiant dragonfly,education,p2353,3
1966,orchid orangutan; defiant dragonfly,education,p2355,1
1967,orchid orangutan; defiant dragonfly,education,p2363,1
1968,orchid orangutan; defiant dragonfly,education,p2378,4
1969,orchid orangutan; defiant dragonfly,education,p2380,3
1970,orchid orangutan; defiant dragonfly,education,p2387,3
1971,orchid orangutan; defiant dragonfly,education,p2398,2
1972,orchid orangutan; defiant dragonfly,education,p2400,3
1973,orchid orangutan; defiant dragonfly,education,p2403,5
1974,orchid orangutan; defiant dragonfly,education,p2408,3
1975,orchid orangutan; defiant dragonfly,education,p2418,2
1976,orchid orangutan; defiant dragonfly,education,p2426,3
1977,orchid orangutan; defiant dragonfly,education,p2428,2
1978,orchid orangutan; defiant dragonfly,education,p2434,5
1979,orchid orangutan; defiant dragonfly,education,p2446,3
1980,orchid orangutan; defiant dragonfly,education,p2452,2
1981,orchid orangutan; defiant dragonfly,education,p2454,2
1982,orchid orangutan; defiant dragonfly,education,p2462,3
1983,orchid orangutan; defiant dragonfly,education,p2467,4
1984,orchid orangutan; defiant dragonfly,education,p2482,3
1985,orchid orangutan; defiant dragonfly,education,p2489,3
1986,orchid orangutan; defiant dragonfly,education,p2490,2
1987,orchid orangutan; defiant dragonfly,education,p2494,3
1988,orchid orangutan; defiant dragonfly,education,p2502,4
1989,orchid orangutan; defiant dragonfly,education,p2503,3
1990,orchid orangutan; defiant dragonfly,education,p2522,3
1991,orchid orangutan; defiant dragonfly,education,p2524,3
1992,orchid orangutan; defiant dragonfly,education,p2533,1
1993,orchid orangutan; defiant dragonfly,education,p2566,3
1994,orchid orangutan; defiant dragonfly,education,p2571,3
1995,orchid orangutan; defiant dragonfly,education,p2573,1
1996,orchid orangutan; defiant dragonfly,education,p2582,4
1997,orchid orangutan; defiant dragonfly,education,p2591,2
1998,orchid orangutan; defiant dragonfly,education,p2592,3
1999,orchid orangutan; defiant dragonfly,education,p2595,4
2000,orchid orangutan; defiant dragonfly,income,p0016,3
2001,orchid orangutan; defiant dragonfly,income,p0022,4
2002,orchid orangutan; defiant dragonfly,income,p0023,4
2003,orchid orangutan; defiant dragonfly,income,p0026,4
2004,orchid orangutan; defiant dragonfly,income,p0034,3
2005,orchid orangutan; defiant dragonfly,income,p0036,3
2006,orchid orangutan; defiant dragonfly,income,p0037,4
2007,orchid orangutan; defiant dragonfly,income,p0042,3
2008,orchid orangutan; defiant dragonfly,income,p0057,3
2009,orchid orangutan; defiant dragonfly,income,p0066,4
2010,orchid orangutan; defiant dragonfly,income,p0069,1
2011,orchid orangutan; defiant dragonfly,income,p0072,4
2012,orchid orangutan; defiant dragonfly,income,p0073,4
2013,orchid orangutan; defiant dragonfly,income,p0082,4
2014,orchid orangutan; defiant dragonfly,income,p0091,4
2015,orchid orangutan; defiant dragonfly,income,p0092,2
2016,orchid orangutan; defiant dragonfly,income,p0093,4
2017,orchid orangutan; defiant dragonfly,income,p0095,3
2018,orchid orangutan; defiant dragonfly,income,p0107,3
2019,orchid orangutan; defiant dragonfly,income,p0114,3
2020,orchid orangutan; defiant dragonfly,income,p0116,3
2021,orchid orangutan; defiant dragonfly,income,p0118,3
2022,orchid orangutan; defiant dragonfly,income,p0119,3
2023,orchid orangutan; defiant dragonfly,income,p0126,3
2024,orchid orangutan; defiant dragonfly,income,p0129,4
2025,orchid orangutan; defiant dragonfly,income,p0136,3
2026,orchid orangutan; defiant dragonfly,income,p0138,3
2027,orchid orangutan; defiant dragonfly,income,p0144,3
2028,orchid orangutan; defiant dragonfly,income,p0150,1
2029,orchid orangutan; defiant dragonfly,income,p0152,3
2030,orchid orangutan; defiant dragonfly,income,p0158,2
2031,orchid orangutan; defiant dragonfly,income,p0161,4
2032,orchid orangutan; defiant dragonfly,income,p0164,3
2033,orchid orangutan; defiant dragonfly,income,p0175,4
2034,orchid orangutan; defiant dragonfly,income,p0177,4
2035,orchid orangutan; defiant dragonfly,income,p0178,4
2036,orchid orangutan; defiant dragonfly,income,p0181,4
2037,orchid orangutan; defiant dragonfly,income,p0186,2
2038,orchid orangutan; defiant dragonfly,income,p0196,4
2039,orchid orangutan; defiant dragonfly,income,p0198,4
2040,orchid orangutan; defiant dragonfly,income,p0202,3
2041,orchid orangutan; defiant dragonfly,income,p0205,4
2042,orchid orangutan; defiant dragonfly,income,p0207,3
2043,orchid orangutan; defiant dragonfly,income,p0211,3
2044,orchid orangutan; defiant dragonfly,income,p0227,4
2045,orchid orangutan; defiant dragonfly,income,p0229,3
2046,orchid orangutan; defiant dragonfly,income,p0232,4
2047,orchid orangutan; defiant dragonfly,income,p0233,2
2048,orchid orangutan; defiant dragonfly,income,p0237,3
2049,orchid orangutan; defiant dragonfly,income,p0258,3
2050,orchid orangutan; defiant dragonfly,income,p0268,2
2051,orchid orangutan; defiant dragonfly,income,p0274,3
2052,orchid orangutan; defiant dragonfly,income,p0275,2
2053,orchid orangutan; defiant dragonfly,income,p0277,1
2054,orchid orangutan; defiant dragonfly,income,p0288,3
2055,orchid orangutan; defiant dragonfly,income,p0291,3
2056,orchid orangutan; defiant dragonfly,income,p0307,1
2057,orchid orangutan; defiant dragonfly,income,p0308,3
2058,orchid orangutan; defiant dragonfly,income,p0317,4
2059,orchid orangutan; defiant dragonfly,income,p0325,4
2060,orchid orangutan; defiant dragonfly,income,p0327,4
2061,orchid orangutan; defiant dragonfly,income,p0334,4
2062,orchid orangutan; defiant dragonfly,income,p0336,4
2063,orchid orangutan; defiant dragonfly,income,p0338,2
2064,orchid orangutan; defiant dragonfly,income,p0342,4
2065,orchid orangutan; defiant dragonfly,income,p0349,3
2066,orchid orangutan; defiant dragonfly,income,p0356,3
2067,orchid orangutan; defiant dragonfly,income,p0358,1
2068,orchid orangutan; defiant dragonfly,income,p0363,3
2069,orchid orangutan; defiant dragonfly,income,p0364,4
2070,orchid orangutan; defiant dragonfly,income,p0369,4
2071,orchid orangutan; defiant dragonfly,income,p0370,2
2072,orchid orangutan; defiant dragonfly,income,p0371,3
2073,orchid orangutan; defiant dragonfly,income,p0379,3
2074,orchid orangutan; defiant dragonfly,income,p0386,3
2075,orchid orangutan; defiant dragonfly,income,p0396,3
2076,orchid orangutan; defiant dragonfly,income,p0403,2
2077,orchid orangutan; defiant dragonfly,income,p0405,4
2078,orchid orangutan; defiant dragonfly,income,p0412,4
2079,orchid orangutan; defiant dragonfly,income,p0415,4
2080,orchid orangutan; defiant dragonfly,income,p0416,4
2081,orchid orangutan; defiant dragonfly,income,p0417,3
2082,orchid orangutan; defiant dragonfly,income,p0418,3
2083,orchid orangutan; defiant dragonfly,income,p0430,4
2084,orchid orangutan; defiant dragonfly,income,p0431,4
2085,orchid orangutan; defiant dragonfly,income,p0434,3
2086,orchid orangutan; defiant dragonfly,income,p0438,4
2087,orchid orangutan; defiant dragonfly,income,p0441,4
2088,orchid orangutan; defiant dragonfly,income,p0442,2
2089,orchid orangutan; defiant dragonfly,income,p0449,4
2090,orchid orangutan; defiant dragonfly,income,p0450,4
2091,orchid orangutan; defiant dragonfly,income,p0465,4
2092,orchid orangutan; defiant dragonfly,income,p0471,3
2093,orchid orangutan; defiant dragonfly,income,p0477,3
2094,orchid orangutan; defiant dragonfly,income,p0483,3
2095,orchid orangutan; defiant dragonfly,income,p0486,3
2096,orchid orangutan; defiant dragonfly,income,p0487,3
2097,orchid orangutan; defiant dragonfly,income,p0489,4
2098,orchid orangutan; defiant dragonfly,income,p0497,4
2099,orchid orangutan; defiant dragonfly,income,p0502,4
2100,orchid orangutan; defiant dragonfly,income,p0503,2
2101,orchid orangutan; defiant dragonfly,income,p0506,3
2102,orchid orangutan; defiant dragonfly,income,p0511,4
2103,orchid orangutan; defiant dragonfly,income,p0523,2
2104,orchid orangutan; defiant dragonfly,income,p0534,4
2105,orchid orangutan; defiant dragonfly,income,p0536,3
2106,orchid orangutan; defiant dragonfly,income,p0542,4
2107,orchid orangutan; defiant dragonfly,income,p0547,3
2108,orchid orangutan; defiant dragonfly,income,p0553,4
2109,orchid orangutan; defiant dragonfly,income,p0559,4
2110,orchid orangutan; defiant dragonfly,income,p0566,4
2111,orchid orangutan; defiant dragonfly,income,p0568,3
2112,orchid orangutan; defiant dragonfly,income,p0570,2
2113,orchid orangutan; defiant dragonfly,income,p0573,3
2114,orchid orangutan; defiant dragonfly,income,p0578,2
2115,orchid orangutan; defiant dragonfly,income,p0594,3
2116,orchid orangutan; defiant dragonfly,income,p0597,2
2117,orchid orangutan; defiant dragonfly,income,p0601,3
2118,orchid orangutan; defiant dragonfly,income,p0602,2
2119,orchid orangutan; defiant dragonfly,income,p0605,3
2120,orchid orangutan; defiant dragonfly,income,p0615,2
2121,orchid orangutan; defiant dragonfly,income,p0620,3
2122,orchid orangutan; defiant dragonfly,income,p0626,3
2123,orchid orangutan; defiant dragonfly,income,p0629,4
2124,orchid orangutan; defiant dragonfly,income,p0633,2
2125,orchid orangutan; defiant dragonfly,income,p0638,3
2126,orchid orangutan; defiant dragonfly,income,p0639,4
2127,orchid orangutan; defiant dragonfly,income,p0640,3
2128,orchid orangutan; defiant dragonfly,income,p0655,4
2129,orchid orangutan; defiant dragonfly,income,p0656,3
2130,orchid orangutan; defiant dragonfly,income,p0658,4
2131,orchid orangutan; defiant dragonfly,income,p0661,3
2132,orchid orangutan; defiant dragonfly,income,p0669,3
2133,orchid orangutan; defiant dragonfly,income,p0670,2
2134,orchid orangutan; defiant dragonfly,income,p0672,3
2135,orchid orangutan; defiant dragonfly,income,p0674,3
2136,orchid orangutan; defiant dragonfly,income,p0678,4
2137,orchid orangutan; defiant dragonfly,income,p0683,3
2138,orchid orangutan; defiant dragonfly,income,p0686,3
2139,orchid orangutan; defiant dragonfly,income,p0687,3
2140,orchid orangutan; defiant dragonfly,income,p0698,2
2141,orchid orangutan; defiant dragonfly,income,p0700,4
2142,orchid orangutan; defiant dragonfly,income,p0703,3
2143,orchid orangutan; defiant dragonfly,income,p0718,2
2144,orchid orangutan; defiant dragonfly,income,p0744,4
2145,orchid orangutan; defiant dragonfly,income,p0745,4
2146,orchid orangutan; defiant dragonfly,income,p0753,2
2147,orchid orangutan; defiant dragonfly,income,p0770,4
2148,orchid orangutan; defiant dragonfly,income,p0771,3
2149,orchid orangutan; defiant dragonfly,income,p0777,4
2150,orchid orangutan; defiant dragonfly,income,p0779,4
2151,orchid orangutan; defiant dragonfly,income,p0780,1
2152,orchid orangutan; defiant dragonfly,income,p0783,3
2153,orchid orangutan; defiant dragonfly,income,p0785,4
2154,orchid orangutan; defiant dragonfly,income,p0786,3
2155,orchid orangutan; defiant dragonfly,income,p0794,4
2156,orchid orangutan; defiant dragonfly,income,p0798,4
2157,orchid orangutan; defiant dragonfly,income,p0800,3
2158,orchid orangutan; defiant dragonfly,income,p0820,2
2159,orchid orangutan; defiant dragonfly,income,p0841,3
2160,orchid orangutan; defiant dragonfly,income,p0849,3
2161,orchid orangutan; defiant dragonfly,income,p0862,3
2162,orchid orangutan; defiant dragonfly,income,p0867,4
2163,orchid orangutan; defiant dragonfly,income,p0869,4
2164,orchid orangutan; defiant dragonfly,income,p0872,3
2165,orchid orangutan; defiant dragonfly,income,p0880,2
2166,orchid orangutan; defiant dragonfly,income,p0891,3
2167,orchid orangutan; defiant dragonfly,income,p0916,3
2168,orchid orangutan; defiant dragonfly,income,p0917,4
2169,orchid orangutan; defiant dragonfly,income,p0919,3
2170,orchid orangutan; defiant dragonfly,income,p0922,2
2171,orchid orangutan; defiant dragonfly,income,p0925,2
2172,orchid orangutan; defiant dragonfly,income,p0927,4
2173,orchid orangutan; defiant dragonfly,income,p0929,2
2174,orchid orangutan; defiant dragonfly,income,p0930,4
2175,orchid orangutan; defiant dragonfly,income,p0931,2
2176,orchid orangutan; defiant dragonfly,income,p0933,2
2177,orchid orangutan; defiant dragonfly,income,p0934,4
2178,orchid orangutan; defiant dragonfly,income,p0936,3
2179,orchid orangutan; defiant dragonfly,income,p0938,3
2180,orchid orangutan; defiant dragonfly,income,p0939,2
2181,orchid orangutan; defiant dragonfly,income,p0946,4
2182,orchid orangutan; defiant dragonfly,income,p0951,2
2183,orchid orangutan; defiant dragonfly,income,p0956,3
2184,orchid orangutan; defiant dragonfly,income,p0962,3
2185,orchid orangutan; defiant dragonfly,income,p0963,3
2186,orchid orangutan; defiant dragonfly,income,p0969,5
2187,orchid orangutan; defiant dragonfly,income,p0972,3
2188,orchid orangutan; defiant dragonfly,income,p0975,4
2189,orchid orangutan; defiant dragonfly,income,p0985,2
2190,orchid orangutan; defiant dragonfly,income,p0993,1
2191,orchid orangutan; defiant dragonfly,income,p0996,3
2192,orchid orangutan; defiant dragonfly,income,p1011,3
2193,orchid orangutan; defiant dragonfly,income,p1017,4
2194,orchid orangutan; defiant dragonfly,income,p1020,3
2195,orchid orangutan; defiant dragonfly,income,p1022,3
2196,orchid orangutan; defiant dragonfly,income,p1024,2
2197,orchid orangutan; defiant dragonfly,income,p1027,3
2198,orchid orangutan; defiant dragonfly,income,p1028,4
2199,orchid orangutan; defiant dragonfly,income,p1029,2
2200,orchid orangutan; defiant dragonfly,income,p1032,3
2201,orchid orangutan; defiant dragonfly,income,p1040,3
2202,orchid orangutan; defiant dragonfly,income,p1047,4
2203,orchid orangutan; defiant dragonfly,income,p1048,2
2204,orchid orangutan; defiant dragonfly,income,p1053,2
2205,orchid orangutan; defiant dragonfly,income,p1057,3
2206,orchid orangutan; defiant dragonfly,income,p1058,4
2207,orchid orangutan; defiant dragonfly,income,p1063,4
2208,orchid orangutan; defiant dragonfly,income,p1064,3
2209,orchid orangutan; defiant dragonfly,income,p1065,3
2210,orchid orangutan; defiant dragonfly,income,p1069,3
2211,orchid orangutan; defiant dragonfly,income,p1072,3
2212,orchid orangutan; defiant dragonfly,income,p1073,3
2213,orchid orangutan; defiant dragonfly,income,p1075,3
2214,orchid orangutan; defiant dragonfly,income,p1076,2
2215,orchid orangutan; defiant dragonfly,income,p1083,3
2216,orchid orangutan; defiant dragonfly,income,p1089,4
2217,orchid orangutan; defiant dragonfly,income,p1093,3
2218,orchid orangutan; defiant dragonfly,income,p1096,4
2219,orchid orangutan; defiant dragonfly,income,p1100,4
2220,orchid orangutan; defiant dragonfly,income,p1106,2
2221,orchid orangutan; defiant dragonfly,income,p1107,2
2222,orchid orangutan; defiant dragonfly,income,p1113,2
2223,orchid orangutan; defiant dragonfly,income,p1117,3
2224,orchid orangutan; defiant dragonfly,income,p1120,4
2225,orchid orangutan; defiant dragonfly,income,p1134,4
2226,orchid orangutan; defiant dragonfly,income,p1136,3
2227,orchid orangutan; defiant dragonfly,income,p1138,3
2228,orchid orangutan; defiant dragonfly,income,p1144,3
2229,orchid orangutan; defiant dragonfly,income,p1145,4
2230,orchid orangutan; defiant dragonfly,income,p1147,4
2231,orchid orangutan; defiant dragonfly,income,p1148,3
2232,orchid orangutan; defiant dragonfly,income,p1154,3
2233,orchid orangutan; defiant dragonfly,income,p1159,4
2234,orchid orangutan; defiant dragonfly,income,p1167,3
2235,orchid orangutan; defiant dragonfly,income,p1175,2
2236,orchid orangutan; defiant dragonfly,income,p1178,3
2237,orchid orangutan; defiant dragonfly,income,p1184,3
2238,orchid orangutan; defiant dragonfly,income,p1186,3
2239,orchid orangutan; defiant dragonfly,income,p1196,2
2240,orchid orangutan; defiant dragonfly,income,p1197,3
2241,orchid orangutan; defiant dragonfly,income,p1203,3
2242,orchid orangutan; defiant dragonfly,income,p1219,2
2243,orchid orangutan; defiant dragonfly,income,p1225,4
2244,orchid orangutan; defiant dragonfly,income,p1234,2
2245,orchid orangutan; defiant dragonfly,income,p1242,3
2246,orchid orangutan; defiant dragonfly,income,p1244,3
2247,orchid orangutan; defiant dragonfly,income,p1249,3
2248,orchid orangutan; defiant dragonfly,income,p1250,3
2249,orchid orangutan; defiant dragonfly,income,p1256,4
2250,orchid orangutan; defiant dragonfly,income,p1258,4
2251,orchid orangutan; defiant dragonfly,income,p1260,2
2252,orchid orangutan; defiant dragonfly,income,p1262,4
2253,orchid orangutan; defiant dragonfly,income,p1264,2
2254,orchid orangutan; defiant dragonfly,income,p1265,4
2255,orchid orangutan; defiant dragonfly,income,p1269,3
2256,orchid orangutan; defiant dragonfly,income,p1272,3
2257,orchid orangutan; defiant dragonfly,income,p1278,2
2258,orchid orangutan; defiant dragonfly,income,p1281,2
2259,orchid orangutan; defiant dragonfly,income,p1292,4
2260,orchid orangutan; defiant dragonfly,income,p1299,4
2261,orchid orangutan; defiant dragonfly,income,p1312,3
2262,orchid orangutan; defiant dragonfly,income,p1322,1
2263,orchid orangutan; defiant dragonfly,income,p1326,3
2264,orchid orangutan; defiant dragonfly,income,p1330,2
2265,orchid orangutan; defiant dragonfly,income,p1335,3
2266,orchid orangutan; defiant dragonfly,income,p1337,4
2267,orchid orangutan; defiant dragonfly,income,p1340,4
2268,orchid orangutan; defiant dragonfly,income,p1345,3
2269,orchid orangutan; defiant dragonfly,income,p1351,3
2270,orchid orangutan; defiant dragonfly,income,p1355,3
2271,orchid orangutan; defiant dragonfly,income,p1362,4
2272,orchid orangutan; defiant dragonfly,income,p1365,3
2273,orchid orangutan; defiant dragonfly,income,p1366,3
2274,orchid orangutan; defiant dragonfly,income,p1367,3
2275,orchid orangutan; defiant dragonfly,income,p1370,3
2276,orchid orangutan; defiant dragonfly,income,p1371,5
2277,orchid orangutan; defiant dragonfly,income,p1373,4
2278,orchid orangutan; defiant dragonfly,income,p1375,4
2279,orchid orangutan; defiant dragonfly,income,p1376,1
2280,orchid orangutan; defiant dragonfly,income,p1379,3
2281,orchid orangutan; defiant dragonfly,income,p1381,3
2282,orchid orangutan; defiant dragonfly,income,p1393,4
2283,orchid orangutan; defiant dragonfly,income,p1396,3
2284,orchid orangutan; defiant dragonfly,income,p1398,4
2285,orchid orangutan; defiant dragonfly,income,p1404,1
2286,orchid orangutan; defiant dragonfly,income,p1406,3
2287,orchid orangutan; defiant dragonfly,income,p1407,2
2288,orchid orangutan; defiant dragonfly,income,p1409,4
2289,orchid orangutan; defiant dragonfly,income,p1412,2
2290,orchid orangutan; defiant dragonfly,income,p1414,4
2291,orchid orangutan; defiant dragonfly,income,p1424,4
2292,orchid orangutan; defiant dragonfly,income,p1425,4
2293,orchid orangutan; defiant dragonfly,income,p1429,3
2294,orchid orangutan; defiant dragonfly,income,p1434,4
2295,orchid orangutan; defiant dragonfly,income,p1441,2
2296,orchid orangutan; defiant dragonfly,income,p1445,2
2297,orchid orangutan; defiant dragonfly,income,p1450,3
2298,orchid orangutan; defiant dragonfly,income,p1454,4
2299,orchid orangutan; defiant dragonfly,income,p1456,3
2300,orchid orangutan; defiant dragonfly,income,p1457,1
2301,orchid orangutan; defiant dragonfly,income,p1458,4
2302,orchid orangutan; defiant dragonfly,income,p1469,2
2303,orchid orangutan; defiant dragonfly,income,p1470,4
2304,orchid orangutan; defiant dragonfly,income,p1481,3
2305,orchid orangutan; defiant dragonfly,income,p1488,3
2306,orchid orangutan; defiant dragonfly,income,p1492,3
2307,orchid orangutan; defiant dragonfly,income,p1495,3
2308,orchid orangutan; defiant dragonfly,income,p1497,3
2309,orchid orangutan; defiant dragonfly,income,p1499,4
2310,orchid orangutan; defiant dragonfly,income,p1503,2
2311,orchid orangutan; defiant dragonfly,income,p1511,4
2312,orchid orangutan; defiant dragonfly,income,p1512,1
2313,orchid orangutan; defiant dragonfly,income,p1518,2
2314,orchid orangutan; defiant dragonfly,income,p1519,3
2315,orchid orangutan; defiant dragonfly,income,p1520,1
2316,orchid orangutan; defiant dragonfly,income,p1524,3
2317,orchid orangutan; defiant dragonfly,income,p1526,5
2318,orchid orangutan; defiant dragonfly,income,p1537,3
2319,orchid orangutan; defiant dragonfly,income,p1545,3
2320,orchid orangutan; defiant dragonfly,income,p1547,1
2321,orchid orangutan; defiant dragonfly,income,p1552,5
2322,orchid orangutan; defiant dragonfly,income,p1567,4
2323,orchid orangutan; defiant dragonfly,income,p1568,3
2324,orchid orangutan; defiant dragonfly,income,p1579,2
2325,orchid orangutan; defiant dragonfly,income,p1587,1
2326,orchid orangutan; defiant dragonfly,income,p1596,3
2327,orchid orangutan; defiant dragonfly,income,p1600,4
2328,orchid orangutan; defiant dragonfly,income,p1603,2
2329,orchid orangutan; defiant dragonfly,income,p1604,3
2330,orchid orangutan; defiant dragonfly,income,p1610,2
2331,orchid orangutan; defiant dragonfly,income,p1618,3
2332,orchid orangutan; defiant dragonfly,income,p1619,4
2333,orchid orangutan; defiant dragonfly,income,p1622,4
2334,orchid orangutan; defiant dragonfly,income,p1623,3
2335,orchid orangutan; defiant dragonfly,income,p1630,4
2336,orchid orangutan; defiant dragonfly,income,p1641,4
2337,orchid orangutan; defiant dragonfly,income,p1649,2
2338,orchid orangutan; defiant dragonfly,income,p1652,3
2339,orchid orangutan; defiant dragonfly,income,p1665,3
2340,orchid orangutan; defiant dragonfly,income,p1669,4
2341,orchid orangutan; defiant dragonfly,income,p1685,4
2342,orchid orangutan; defiant dragonfly,income,p1693,3
2343,orchid orangutan; defiant dragonfly,income,p1698,4
2344,orchid orangutan; defiant dragonfly,income,p1704,4
2345,orchid orangutan; defiant dragonfly,income,p1711,4
2346,orchid orangutan; defiant dragonfly,income,p1718,3
2347,orchid orangutan; defiant dragonfly,income,p1732,3
2348,orchid orangutan; defiant dragonfly,income,p1739,4
2349,orchid orangutan; defiant dragonfly,income,p1741,4
2350,orchid orangutan; defiant dragonfly,income,p1746,1
2351,orchid orangutan; defiant dragonfly,income,p1751,4
2352,orchid orangutan; defiant dragonfly,income,p1754,1
2353,orchid orangutan; defiant dragonfly,income,p1769,4
2354,orchid orangutan; defiant dragonfly,income,p1771,2
2355,orchid orangutan; defiant dragonfly,income,p1776,2
2356,orchid orangutan; defiant dragonfly,income,p1780,4
2357,orchid orangutan; defiant dragonfly,income,p1785,2
2358,orchid orangutan; defiant dragonfly,income,p1791,3
2359,orchid orangutan; defiant dragonfly,income,p1793,4
2360,orchid orangutan; defiant dragonfly,income,p1796,5
2361,orchid orangutan; defiant dragonfly,income,p1805,3
2362,orchid orangutan; defiant dragonfly,income,p1812,3
2363,orchid orangutan; defiant dragonfly,income,p1816,3
2364,orchid orangutan; defiant dragonfly,income,p1819,4
2365,orchid orangutan; defiant dragonfly,income,p1825,4
2366,orchid orangutan; defiant dragonfly,income,p1836,3
2367,orchid orangutan; defiant dragonfly,income,p1839,4
2368,orchid orangutan; defiant dragonfly,income,p1861,3
2369,orchid orangutan; defiant dragonfly,income,p1863,4
2370,orchid orangutan; defiant dragonfly,income,p1873,4
2371,orchid orangutan; defiant dragonfly,income,p1875,3
2372,orchid orangutan; defiant dragonfly,income,p1876,4
2373,orchid orangutan; defiant dragonfly,income,p1877,2
2374,orchid orangutan; defiant dragonfly,income,p1880,3
2375,orchid orangutan; defiant dragonfly,income,p1883,3
2376,orchid orangutan; defiant dragonfly,income,p1889,1
2377,orchid orangutan; defiant dragonfly,income,p1893,2
2378,orchid orangutan; defiant dragonfly,income,p1896,3
2379,orchid orangutan; defiant dragonfly,income,p1913,4
2380,orchid orangutan; defiant dragonfly,income,p1922,4
2381,orchid orangutan; defiant dragonfly,income,p1930,3
2382,orchid orangutan; defiant dragonfly,income,p1935,4
2383,orchid orangutan; defiant dragonfly,income,p1940,4
2384,orchid orangutan; defiant dragonfly,income,p1948,4
2385,orchid orangutan; defiant dragonfly,income,p1950,2
2386,orchid orangutan; defiant dragonfly,income,p1954,2
2387,orchid orangutan; defiant dragonfly,income,p1956,3
2388,orchid orangutan; defiant dragonfly,income,p1958,3
2389,orchid orangutan; defiant dragonfly,income,p1967,4
2390,orchid orangutan; defiant dragonfly,income,p1973,5
2391,orchid orangutan; defiant dragonfly,income,p1978,4
2392,orchid orangutan; defiant dragonfly,income,p1983,2
2393,orchid orangutan; defiant dragonfly,income,p1984,3
2394,orchid orangutan; defiant dragonfly,income,p1995,3
2395,orchid orangutan; defiant dragonfly,income,p1996,2
2396,orchid orangutan; defiant dragonfly,income,p1997,4
2397,orchid orangutan; defiant dragonfly,income,p2001,3
2398,orchid orangutan; defiant dragonfly,income,p2002,2
2399,orchid orangutan; defiant dragonfly,income,p2013,4
2400,orchid orangutan; defiant dragonfly,income,p2014,3
2401,orchid orangutan; defiant dragonfly,income,p2016,4
2402,orchid orangutan; defiant dragonfly,income,p2018,1
2403,orchid orangutan; defiant dragonfly,income,p2023,3
2404,orchid orangutan; defiant dragonfly,income,p2025,4
2405,orchid orangutan; defiant dragonfly,income,p2028,2
2406,orchid orangutan; defiant dragonfly,income,p2030,3
2407,orchid orangutan; defiant dragonfly,income,p2033,3
2408,orchid orangutan; defiant dragonfly,income,p2040,3
2409,orchid orangutan; defiant dragonfly,income,p2051,3
2410,orchid orangutan; defiant dragonfly,income,p2052,4
2411,orchid orangutan; defiant dragonfly,income,p2066,2
2412,orchid orangutan; defiant dragonfly,income,p2067,3
2413,orchid orangutan; defiant dragonfly,income,p2073,4
2414,orchid orangutan; defiant dragonfly,income,p2077,2
2415,orchid orangutan; defiant dragonfly,income,p2078,4
2416,orchid orangutan; defiant dragonfly,income,p2086,3
2417,orchid orangutan; defiant dragonfly,income,p2089,3
2418,orchid orangutan; defiant dragonfly,income,p2093,3
2419,orchid orangutan; defiant dragonfly,income,p2094,3
2420,orchid orangutan; defiant dragonfly,income,p2111,2
2421,orchid orangutan; defiant dragonfly,income,p2117,4
2422,orchid orangutan; defiant dragonfly,income,p2121,3
2423,orchid orangutan; defiant dragonfly,income,p2127,3
2424,orchid orangutan; defiant dragonfly,income,p2141,3
2425,orchid orangutan; defiant dragonfly,income,p2142,2
2426,orchid orangutan; defiant dragonfly,income,p2143,4
2427,orchid orangutan; defiant dragonfly,income,p2153,1
2428,orchid orangutan; defiant dragonfly,income,p2155,2
2429,orchid orangutan; defiant dragonfly,income,p2169,4
2430,orchid orangutan; defiant dragonfly,income,p2187,3
2431,orchid orangutan; defiant dragonfly,income,p2188,4
2432,orchid orangutan; defiant dragonfly,income,p2197,2
2433,orchid orangutan; defiant dragonfly,income,p2213,3
2434,orchid orangutan; defiant dragonfly,income,p2214,2
2435,orchid orangutan; defiant dragonfly,income,p2215,5
