,condition,outcome,persona,response
0,limping llama; friendly frog,gender,p0016,2
2468,limping llama; friendly frog,income,p2378,3
2469,limping llama; friendly frog,income,p2380,2
2470,limping llama; friendly frog,income,p2387,4
2471,limping llama; friendly frog,income,p2398,2
2472,limping llama; friendly frog,income,p2400,4
2473,limping llama; friendly frog,income,p2403,2
2474,limping llama; friendly frog,income,p2408,3
2475,limping llama; friendly frog,income,p2418,2
2476,limping llama; friendly frog,income,p2426,2
2477,limping llama; friendly frog,income,p2428,2
2478,limping llama; friendly frog,income,p2434,3
2479,limping llama; friendly frog,income,p2446,1
2480,limping llama; friendly frog,income,p2452,3
2481,limping llama; friendly frog,income,p2454,2
2482,limping llama; friendly frog,income,p2462,3
2483,limping llama; friendly frog,income,p2467,5
2484,limping llama; friendly frog,income,p2482,3
2485,limping llama; friendly frog,income,p2489,3
2486,limping llama; friendly frog,income,p2490,2
2487,limping llama; friendly frog,income,p2494,2
2488,limping llama; friendly frog,income,p2502,4
2489,limping llama; friendly frog,income,p2503,3
2490,limping llama; friendly frog,income,p2522,3
2491,limping llama; friendly frog,income,p2524,3
2492,limping llama; friendly frog,income,p2533,3
2493,limping llama; friendly frog,income,p2566,3
2494,limping llama; friendly frog,income,p2571,3
2495,limping llama; friendly frog,income,p2573,2
2496,limping llama; friendly frog,income,p2582,4
2497,limping llama; friendly frog,income,p2591,3
2498,limping llama; friendly frog,income,p2592,3
2499,limping llama; friendly frog,income,p2595,2
2500,limping llama; friendly frog,party,p0016,2
2501,limping llama; friendly frog,party,p0022,3
2502,limping llama; friendly frog,party,p0023,3
2503,limping llama; friendly frog,party,p0026,1
2504,limping llama; friendly frog,party,p0034,1
2505,limping llama; friendly frog,party,p0036,2
2506,limping llama; friendly frog,party,p0037,1
2507,limping llama; friendly frog,party,p0042,3
2508,limping llama; friendly frog,party,p0057,3
2509,limping llama; friendly frog,party,p0066,1
2510,limping llama; friendly frog,party,p0069,1
2511,limping llama; friendly frog,party,p0072,1
2512,limping llama; friendly frog,party,p0073,1
2513,limping llama; friendly frog,party,p0082,3
2514,limping llama; friendly frog,party,p0091,3
2515,limping llama; friendly frog,party,p0092,3
2516,limping llama; friendly frog,party,p0093,1
2517,limping llama; friendly frog,party,p0095,3
2518,limping llama; friendly frog,party,p0107,1
2519,limping llama; friendly frog,party,p0114,2
2520,limping llama; friendly frog,party,p0116,1
2521,limping llama; friendly frog,party,p0118,1
2522,limping llama; friendly frog,party,p0119,2
2523,limping llama; friendly frog,party,p0126,2
2524,limping llama; friendly frog,party,p0129,3
2525,limping llama; friendly frog,party,p0136,2
2526,limping llama; friendly frog,party,p0138,2
2527,limping llama; friendly frog,party,p0144,2
2528,limping llama; friendly frog,party,p0150,3
2529,limping llama; friendly frog,party,p0152,1
2530,limping llama; friendly frog,party,p0158,3
2531,limping llama; friendly frog,party,p0161,1
2532,limping llama; friendly frog,party,p0164,1
2533,limping llama; friendly frog,party,p0175,3
2534,limping llama; friendly frog,party,p0177,2
2535,limping llama; friendly frog,party,p0178,3
2536,limping llama; friendly frog,party,p0181,1
2537,limping llama; friendly frog,party,p0186,3
2538,limping llama; friendly frog,party,p0196,3
2539,limping llama; friendly frog,party,p0198,3
2540,limping llama; friendly frog,party,p0202,3
2541,limping llama; friendly frog,party,p0205,2
2542,limping llama; friendly frog,party,p0207,3
2543,limping llama; friendly frog,party,p0211,3
2544,limping llama; friendly frog,party,p0227,2
2545,limping llama; friendly frog,party,p0229,3
2546,limping llama; friendly frog,party,p0232,3
2547,limping llama; friendly frog,party,p0233,2
2548,limping llama; friendly frog,party,p0237,3
2549,limping llama; friendly frog,party,p0258,3
2550,limping llama; friendly frog,party,p0268,3
2551,limping llama; friendly frog,party,p0274,3
2552,limping llama; friendly frog,party,p0275,3
2553,limping llama; friendly frog,party,p0277,2
2554,limping llama; friendly frog,party,p0288,3
2555,limping llama; friendly frog,party,p0291,2
2556,limping llama; friendly frog,party,p0307,1
2557,limping llama; friendly frog,party,p0308,1
2558,limping llama; friendly frog,party,p0317,1
2559,limping llama; friendly frog,party,p0325,2
2560,limping llama; friendly frog,party,p0327,3
2561,limping llama; friendly frog,party,p0334,3
2562,limping llama; friendly frog,party,p0336,3
2563,limping llama; friendly frog,party,p0338,1
2564,limping llama; friendly frog,party,p0342,3
2565,limping llama; friendly frog,party,p0349,1
2566,limping llama; friendly frog,party,p0356,3
2567,limping llama; friendly frog,party,p0358,3
2568,limping llama; friendly frog,party,p0363,2
2569,limping llama; friendly frog,party,p0364,2
2570,limping llama; friendly frog,party,p0369,1
2571,limping llama; friendly frog,party,p0370,2
2572,limping llama; friendly frog,party,p0371,1
2573,limping llama; friendly frog,party,p0379,1
2574,limping llama; friendly frog,party,p0386,3
2575,limping llama; friendly frog,party,p0396,3
2576,limping llama; friendly frog,party,p0403,3
2577,limping llama; friendly frog,party,p0405,3
2578,limping llama; friendly frog,party,p0412,1
2579,limping llama; friendly frog,party,p0415,1
2580,limping llama; friendly frog,party,p0416,2
2581,limping llama; friendly frog,party,p0417,3
2582,limping llama; friendly frog,party,p0418,2
2583,limping llama; friendly frog,party,p0430,3
2584,limping llama; friendly frog,party,p0431,3
2585,limping llama; friendly frog,party,p0434,1
2586,limping llama; friendly frog,party,p0438,3
2587,limping llama; friendly frog,party,p0441,3
2588,limping llama; friendly frog,party,p0442,3
2589,limping llama; friendly frog,party,p0449,1
2590,limping llama; friendly frog,party,p0450,2
2591,limping llama; friendly frog,party,p0465,3
2592,limping llama; friendly frog,party,p0471,1
2593,limping llama; friendly frog,party,p0477,3
2594,limping llama; friendly frog,party,p0483,3
2595,limping llama; friendly frog,party,p0486,1
2596,limping llama; friendly frog,party,p0487,1
2597,limping llama; friendly frog,party,p0489,3
2598,limping llama; friendly frog,party,p0497,1
2599,limping llama; friendly frog,party,p0502,1
2600,limping llama; friendly frog,party,p0503,3
2601,limping llama; friendly frog,party,p0506,2
2602,limping llama; friendly frog,party,p0511,1
2603,limping llama; friendly frog,party,p0523,3
2604,limping llama; friendly frog,party,p0534,1
2605,limping llama; friendly frog,party,p0536,3
2606,limping llama; friendly frog,party,p0542,1
2607,limping llama; friendly frog,party,p0547,2
2608,limping llama; friendly frog,party,p0553,3
2609,limping llama; friendly frog,party,p0559,2
2610,limping llama; friendly frog,party,p0566,2
2611,limping llama; friendly frog,party,p0568,2
2612,limping llama; friendly frog,party,p0570,3
2613,limping llama; friendly frog,party,p0573,1
2614,limping llama; friendly frog,party,p0578,3
2615,limping llama; friendly frog,party,p0594,2
2616,limping llama; friendly frog,party,p0597,3
2617,limping llama; friendly frog,party,p0601,1
2618,limping llama; friendly frog,party,p0602,3
2619,limping llama; friendly frog,party,p0605,2
2620,limping llama; friendly frog,party,p0615,3
2621,limping llama; friendly frog,party,p0620,3
2622,limping llama; friendly frog,party,p0626,3
2623,limping llama; friendly frog,party,p0629,3
2624,limping llama; friendly frog,party,p0633,2
2625,limping llama; friendly frog,party,p0638,3
2626,limping llama; friendly frog,party,p0639,1
2627,limping llama; friendly frog,party,p0640,1
2628,limping llama; friendly frog,party,p0655,1
2629,limping llama; friendly frog,party,p0656,3
2630,limping llama; friendly frog,party,p0658,1
2631,limping llama; friendly frog,party,p0661,2
2632,limping llama; friendly frog,party,p0669,2
2633,limping llama; friendly frog,party,p0670,3
2634,limping llama; friendly frog,party,p0672,3
2635,limping llama; friendly frog,party,p0674,3
2636,limping llama; friendly frog,party,p0678,3
2637,limping llama; friendly frog,party,p0683,3
2638,limping llama; friendly frog,party,p0686,1
2639,limping llama; friendly frog,party,p0687,3
2640,limping llama; friendly frog,party,p0698,1
2641,limping llama; friendly frog,party,p0700,2
2642,limping llama; friendly frog,party,p0703,2
2643,limping llama; friendly frog,party,p0718,1
2644,limping llama; friendly frog,party,p0744,3
2645,limping llama; friendly frog,party,p0745,1
2646,limping llama; friendly frog,party,p0753,2
2647,limping llama; friendly frog,party,p0770,2
2648,limping llama; friendly frog,party,p0771,3
2649,limping llama; friendly frog,party,p0777,3
2650,limping llama; friendly frog,party,p0779,1
2651,limping llama; friendly frog,party,p0780,1
2652,limping llama; friendly frog,party,p0783,1
2653,limping llama; friendly frog,party,p0785,1
2654,limping llama; friendly frog,party,p0786,2
2655,limping llama; friendly frog,party,p0794,1
2656,limping llama; friendly frog,party,p0798,1
2657,limping llama; friendly frog,party,p0800,3
2658,limping llama; friendly frog,party,p0820,3
2659,limping llama; friendly frog,party,p0841,1
2660,limping llama; friendly frog,party,p0849,2
2661,limping llama; friendly frog,party,p0862,3
2662,limping llama; friendly frog,party,p0867,3
2663,limping llama; friendly frog,party,p0869,3
2664,limping llama; friendly frog,party,p0872,3
2665,limping llama; friendly frog,party,p0880,3
2666,limping llama; friendly frog,party,p0891,1
2667,limping llama; friendly frog,party,p0916,3
2668,limping llama; friendly frog,party,p0917,1
2669,limping llama; friendly frog,party,p0919,3
2670,limping llama; friendly frog,party,p0922,1
2671,limping llama; friendly frog,party,p0925,1
2672,limping llama; friendly frog,party,p0927,3
2673,limping llama; friendly frog,party,p0929,3
2674,limping llama; friendly frog,party,p0930,1
2675,limping llama; friendly frog,party,p0931,1
2676,limping llama; friendly frog,party,p0933,3
2677,limping llama; friendly frog,party,p0934,1
2678,limping llama; friendly frog,party,p0936,3
2679,limping llama; friendly frog,party,p0938,3
2680,limping llama; friendly frog,party,p0939,2
2681,limping llama; friendly frog,party,p0946,2
2682,limping llama; friendly frog,party,p0951,3
2683,limping llama; friendly frog,party,p0956,1
2684,limping llama; friendly frog,party,p0962,1
2685,limping llama; friendly frog,party,p0963,1
2686,limping llama; friendly frog,party,p0969,1
2687,limping llama; friendly frog,party,p0972,2
2688,limping llama; friendly frog,party,p0975,1
2689,limping llama; friendly frog,party,p0985,2
2690,limping llama; friendly frog,party,p0993,3
2691,limping llama; friendly frog,party,p0996,3
2692,limping llama; friendly frog,party,p1011,1
2693,limping llama; friendly frog,party,p1017,2
2694,limping llama; friendly frog,party,p1020,1
2695,limping llama; friendly frog,party,p1022,3
2696,limping llama; friendly frog,party,p1024,1
2697,limping llama; friendly frog,party,p1027,3
2698,limping llama; friendly frog,party,p1028,3
2699,limping llama; friendly frog,party,p1029,2
2700,limping llama; friendly frog,party,p1032,2
2701,limping llama; friendly frog,party,p1040,2
2702,limping llama; friendly frog,party,p1047,2
2703,limping llama; friendly frog,party,p1048,3
2704,limping llama; friendly frog,party,p1053,3
2705,limping llama; friendly frog,party,p1057,1
2706,limping llama; friendly frog,party,p1058,1
2707,limping llama; friendly frog,party,p1063,1
2708,limping llama; friendly frog,party,p1064,3
2709,limping llama; friendly frog,party,p1065,1
2710,limping llama; friendly frog,party,p1069,3
2711,limping llama; friendly frog,party,p1072,2
2712,limping llama; friendly frog,party,p1073,3
2713,limping llama; friendly frog,party,p1075,2
2714,limping llama; friendly frog,party,p1076,2
2715,limping llama; friendly frog,party,p1083,1
2716,limping llama; friendly frog,party,p1089,3
2717,limping llama; friendly frog,party,p1093,3
2718,limping llama; friendly frog,party,p1096,2
2719,limping llama; friendly frog,party,p1100,2
2720,limping llama; friendly frog,party,p1106,3
2721,limping llama; friendly frog,party,p1107,2
2722,limping llama; friendly frog,party,p1113,1
2723,limping llama; friendly frog,party,p1117,1
2724,limping llama; friendly frog,party,p1120,1
2725,limping llama; friendly frog,party,p1134,2
2726,limping llama; friendly frog,party,p1136,1
2727,limping llama; friendly frog,party,p1138,1
2728,limping llama; friendly frog,party,p1144,1
2729,limping llama; friendly frog,party,p1145,3
2730,limping llama; friendly frog,party,p1147,3
2731,limping llama; friendly frog,party,p1148,3
2732,limping llama; friendly frog,party,p1154,3
2733,limping llama; friendly frog,party,p1159,3
2734,limping llama; friendly frog,party,p1167,3
2735,limping llama; friendly frog,party,p1175,3
2736,limping llama; friendly frog,party,p1178,3
2737,limping llama; friendly frog,party,p1184,1
2738,limping llama; friendly frog,party,p1186,3
2739,limping llama; friendly frog,party,p1196,1
2740,limping llama; friendly frog,party,p1197,3
2741,limping llama; friendly frog,party,p1203,3
2742,limping llama; friendly frog,party,p1219,3
2743,limping llama; friendly frog,party,p1225,1
2744,limping llama; friendly frog,party,p1234,2
2745,limping llama; friendly frog,party,p1242,1
2746,limping llama; friendly frog,party,p1244,3
2747,limping llama; friendly frog,party,p1249,2
2748,limping llama; friendly frog,party,p1250,2
2749,limping llama; friendly frog,party,p1256,1
2750,limping llama; friendly frog,party,p1258,1
2751,limping llama; friendly frog,party,p1260,2
2752,limping llama; friendly frog,party,p1262,1
2753,limping llama; friendly frog,party,p1264,2
2754,limping llama; friendly frog,party,p1265,2
2755,limping llama; friendly frog,party,p1269,1
2756,limping llama; friendly frog,party,p1272,1
2757,limping llama; friendly frog,party,p1278,3
2758,limping llama; friendly frog,party,p1281,3
2759,limping llama; friendly frog,party,p1292,1
2760,limping llama; friendly frog,party,p1299,1
2761,limping llama; friendly frog,party,p1312,2
2762,limping llama; friendly frog,party,p1322,3
2763,limping llama; friendly frog,party,p1326,2
2764,limping llama; friendly frog,party,p1330,3
2765,limping llama; friendly frog,party,p1335,1
2766,limping llama; friendly frog,party,p1337,1
2767,limping llama; friendly frog,party,p1340,1
2768,limping llama; friendly frog,party,p1345,1
2769,limping llama; friendly frog,party,p1351,3
2770,limping llama; friendly frog,party,p1355,1
2771,limping llama; friendly frog,party,p1362,1
2772,limping llama; friendly frog,party,p1365,1
2773,limping llama; friendly frog,party,p1366,2
2774,limping llama; friendly frog,party,p1367,1
2775,limping llama; friendly frog,party,p1370,1
2776,limping llama; friendly frog,party,p1371,1
2777,limping llama; friendly frog,party,p1373,1
2778,limping llama; friendly frog,party,p1375,1
2779,limping llama; friendly frog,party,p1376,3
2780,limping llama; friendly frog,party,p1379,3
2781,limping llama; friendly frog,party,p1381,3
2782,limping llama; friendly frog,party,p1393,1
2783,limping llama; friendly frog,party,p1396,3
2784,limping llama; friendly frog,party,p1398,1
2785,limping llama; friendly frog,party,p1404,3
2786,limping llama; friendly frog,party,p1406,1
2787,limping llama; friendly frog,party,p1407,2
2788,limping llama; friendly frog,party,p1409,2
2789,limping llama; friendly frog,party,p1412,2
2790,limping llama; friendly frog,party,p1414,3
2791,limping llama; friendly frog,party,p1424,1
2792,limping llama; friendly frog,party,p1425,1
2793,limping llama; friendly frog,party,p1429,1
2794,limping llama; friendly frog,party,p1434,1
2795,limping llama; friendly frog,party,p1441,3
2796,limping llama; friendly frog,party,p1445,3
2797,limping llama; friendly frog,party,p1450,1
2798,limping llama; friendly frog,party,p1454,2
2799,limping llama; friendly frog,party,p1456,2
2800,limping llama; friendly frog,party,p1457,3
2801,limping llama; friendly frog,party,p1458,3
2802,limping llama; friendly frog,party,p1469,1
2803,limping llama; friendly frog,party,p1470,1
2804,limping llama; friendly frog,party,p1481,3
2805,limping llama; friendly frog,party,p1488,1
2806,limping llama; friendly frog,party,p1492,2
2807,limping llama; friendly frog,party,p1495,1
2808,limping llama; friendly frog,party,p1497,2
2809,limping llama; friendly frog,party,p1499,1
2810,limping llama; friendly frog,party,p1503,3
2811,limping llama; friendly frog,party,p1511,2
2812,limping llama; friendly frog,party,p1512,3
2813,limping llama; friendly frog,party,p1518,2
2814,limping llama; friendly frog,party,p1519,1
2815,limping llama; friendly frog,party,p1520,1
2816,limping llama; friendly frog,party,p1524,1
2817,limping llama; friendly frog,party,p1526,1
2818,limping llama; friendly frog,party,p1537,3
2819,limping llama; friendly frog,party,p1545,3
2820,limping llama; friendly frog,party,p1547,3
2821,limping llama; friendly frog,party,p1552,3
2822,limping llama; friendly frog,party,p1567,2
2823,limping llama; friendly frog,party,p1568,3
2824,limping llama; friendly frog,party,p1579,1
2825,limping llama; friendly frog,party,p1587,3
2826,limping llama; friendly frog,party,p1596,2
2827,limping llama; friendly frog,party,p1600,3
2828,limping llama; friendly frog,party,p1603,3
2829,limping llama; friendly frog,party,p1604,1
2830,limping llama; friendly frog,party,p1610,2
2831,limping llama; friendly frog,party,p1618,1
2832,limping llama; friendly frog,party,p1619,3
2833,limping llama; friendly frog,party,p1622,1
2834,limping llama; friendly frog,party,p1623,1
2835,limping llama; friendly frog,party,p1630,2
2836,limping llama; friendly frog,party,p1641,1
2837,limping llama; friendly frog,party,p1649,2
2838,limping llama; friendly frog,party,p1652,2
2839,limping llama; friendly frog,party,p1665,3
2840,limping llama; friendly frog,party,p1669,1
2841,limping llama; friendly frog,party,p1685,1
2842,limping llama; friendly frog,party,p1693,3
2843,limping llama; friendly frog,party,p1698,2
2844,limping llama; friendly frog,party,p1704,1
2845,limping llama; friendly frog,party,p1711,3
2846,limping llama; friendly frog,party,p1718,1
2847,limping llama; friendly frog,party,p1732,1
2848,limping llama; friendly frog,party,p1739,3
2849,limping llama; friendly frog,party,p1741,1
2850,limping llama; friendly frog,party,p1746,3
2851,limping llama; friendly frog,party,p1751,1
2852,limping llama; friendly frog,party,p1754,3
2853,limping llama; friendly frog,party,p1769,1
2854,limping llama; friendly frog,party,p1771,2
2855,limping llama; friendly frog,party,p1776,3
2856,limping llama; friendly frog,party,p1780,1
2857,limping llama; friendly frog,party,p1785,3
2858,limping llama; friendly frog,party,p1791,2
2859,limping llama; friendly frog,party,p1793,1
2860,limping llama; friendly frog,party,p1796,1
2861,limping llama; friendly frog,party,p1805,2
2862,limping llama; friendly frog,party,p1812,2
2863,limping llama; friendly frog,party,p1816,2
2864,limping llama; friendly frog,party,p1819,3
2865,limping llama; friendly frog,party,p1825,3
2866,limping llama; friendly frog,party,p1836,1
2867,limping llama; friendly frog,party,p1839,1
2868,limping llama; friendly frog,party,p1861,2
2869,limping llama; friendly frog,party,p1863,3
2870,limping llama; friendly frog,party,p1873,3
2871,limping llama; friendly frog,party,p1875,1
2872,limping llama; friendly frog,party,p1876,3
2873,limping llama; friendly frog,party,p1877,3
2874,limping llama; friendly frog,party,p1880,1
2875,limping llama; friendly frog,party,p1883,1
2876,limping llama; friendly frog,party,p1889,1
2877,limping llama; friendly frog,party,p1893,3
2878,limping llama; friendly frog,party,p1896,2
2879,limping llama; friendly frog,party,p1913,1
2880,limping llama; friendly frog,party,p1922,1
2881,limping llama; friendly frog,party,p1930,1
2882,limping llama; friendly frog,party,p1935,1
2883,limping llama; friendly frog,party,p1940,3
2884,limping llama; friendly frog,party,p1948,1
2885,limping llama; friendly frog,party,p1950,2
2886,limping llama; friendly frog,party,p1954,2
2887,limping llama; friendly frog,party,p1956,2
2888,limping llama; friendly frog,party,p1958,1
2889,limping llama; friendly frog,party,p1967,1
2890,limping llama; friendly frog,party,p1973,3
2891,limping llama; friendly frog,party,p1978,1
2892,limping llama; friendly frog,party,p1983,2
2893,limping llama; friendly frog,party,p1984,3
2894,limping llama; friendly frog,party,p1995,1
2895,limping llama; friendly frog,party,p1996,1
2896,limping llama; friendly frog,party,p1997,1
2897,limping llama; friendly frog,party,p2001,3
2898,limping llama; friendly frog,party,p2002,3
2899,limping llama; friendly frog,party,p2013,3
2900,limping llama; friendly frog,party,p2014,1
2901,limping llama; friendly frog,party,p2016,3
2902,limping llama; friendly frog,party,p2018,1
2903,limping llama; friendly frog,party,p2023,3
2904,limping llama; friendly frog,party,p2025,1
2905,limping llama; friendly frog,party,p2028,3
2906,limping llama; friendly frog,party,p2030,3
2907,limping llama; friendly frog,party,p2033,3
2908,limping llama; friendly frog,party,p2040,3
2909,limping llama; friendly frog,party,p2051,3
2910,limping llama; friendly frog,party,p2052,1
2911,limping llama; friendly frog,party,p2066,3
2912,limping llama; friendly frog,party,p2067,1
2913,limping llama; friendly frog,party,p2073,2
2914,limping llama; friendly frog,party,p2077,1
2915,limping llama; friendly frog,party,p2078,3
2916,limping llama; friendly frog,party,p2086,3
2917,limping llama; friendly frog,party,p2089,1
2918,limping llama; friendly frog,party,p2093,1
2919,limping llama; friendly frog,party,p2094,2
2920,limping llama; friendly frog,party,p2111,1
2921,limping llama; friendly frog,party,p2117,3
2922,limping llama; friendly frog,party,p2121,3
2923,limping llama; friendly frog,party,p2127,1
2924,limping llama; friendly frog,party,p2141,2
2925,limping llama; friendly frog,party,p2142,2
2926,limping llama; friendly frog,party,p2143,1
2927,limping llama; friendly frog,party,p2153,3
2928,limping llama; friendly frog,party,p2155,3
2929,limping llama; friendly frog,party,p2169,1
2930,limping llama; friendly frog,party,p2187,3
2931,limping llama; friendly frog,party,p2188,3
2932,limping llama; friendly frog,party,p2197,1
2933,limping llama; friendly frog,party,p2213,2
2934,limping llama; friendly frog,party,p2214,2
2935,limping llama; friendly frog,party,p2215,1
2936,limping llama; friendly frog,party,p2220,2
2937,limping llama; friendly frog,party,p2223,2
2938,limping llama; friendly frog,party,p2229,2
2939,limping llama; friendly frog,party,p2234,3
2940,limping llama; friendly frog,party,p2237,3
2941,limping llama; friendly frog,party,p2238,1
2942,limping llama; friendly frog,party,p2244,3
2943,limping llama; friendly frog,party,p2248,3
2944,limping llama; friendly frog,party,p2252,3
2945,limping llama; friendly frog,party,p2255,1
2946,limping llama; friendly frog,party,p2261,1
2947,limping llama; friendly frog,party,p2263,3
2948,limping llama; friendly frog,party,p2273,3
2949,limping llama; friendly frog,party,p2275,3
2950,limping llama; friendly frog,party,p2276,3
2951,limping llama; friendly frog,party,p2283,3
2952,limping llama; friendly frog,party,p2287,3
2953,limping llama; friendly frog,party,p2296,3
2954,limping llama; friendly frog,party,p2298,2
2955,limping llama; friendly frog,party,p2304,3
2956,limping llama; friendly frog,party,p2310,3
2957,limping llama; friendly frog,party,p2322,2
2958,limping llama; friendly frog,party,p2326,1
2959,limping llama; friendly frog,party,p2330,1
2960,limping llama; friendly frog,party,p2331,3
2961,limping llama; friendly frog,party,p2333,1
2962,limping llama; friendly frog,party,p2347,3
2963,limping llama; friendly frog,party,p2350,2
2964,limping llama; friendly frog,party,p2351,1
2965,limping llama; friendly frog,party,p2353,3
2966,limping llama; friendly frog,party,p2355,3
2967,limping llama; friendly frog,party,p2363,3
2968,limping llama; friendly frog,party,p2378,2
2969,limping llama; friendly frog,party,p2380,3
2970,limping llama; friendly frog,party,p2387,3
2971,limping llama; friendly frog,party,p2398,1
2972,limping llama; friendly frog,party,p2400,3
2973,limping llama; friendly frog,party,p2403,3
2974,limping llama; friendly frog,party,p2408,3
2975,limping llama; friendly frog,party,p2418,3
2976,limping llama; friendly frog,party,p2426,3
2977,limping llama; friendly frog,party,p2428,2
2978,limping llama; friendly frog,party,p2434,3
2979,limping llama; friendly frog,party,p2446,3
2980,limping llama; friendly frog,party,p2452,1
2981,limping llama; friendly frog,party,p2454,2
2982,limping llama; friendly frog,party,p2462,3
2983,limping llama; friendly frog,party,p2467,1
2984,limping llama; friendly frog,party,p2482,2
2985,limping llama; friendly frog,party,p2489,1
2986,limping llama; friendly frog,party,p2490,3
2987,limping llama; friendly frog,party,p2494,1
2988,limping llama; friendly frog,party,p2502,3
2989,limping llama; friendly frog,party,p2503,3
2990,limping llama; friendly frog,party,p2522,1
2991,limping llama; friendly frog,party,p2524,3
2992,limping llama; friendly frog,party,p2533,3
2993,limping llama; friendly frog,party,p2566,3
2994,limping llama; friendly frog,party,p2571,3
2995,limping llama; friendly frog,party,p2573,2
2996,limping llama; friendly frog,party,p2582,1
2997,limping llama; friendly frog,party,p2591,1
2998,limping llama; friendly frog,party,p2592,2
2999,limping llama; friendly frog,party,p2595,3
