,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,gender,p0016,2
435,crushing chicken; gross grasshopper; homely halibut,gender,p2215,2
436,crushing chicken; gross grasshopper; homely halibut,gender,p2220,1
437,crushing chicken; gross grasshopper; homely halibut,gender,p2223,2
438,crushing chicken; gross grasshopper; homely halibut,gender,p2229,1
439,crushing chicken; gross grasshopper; homely halibut,gender,p2234,2
440,crushing chicken; gross grasshopper; homely halibut,gender,p2237,2
441,crushing chicken; gross grasshopper; homely halibut,gender,p2238,1
442,crushing chicken; gross grasshopper; homely halibut,gender,p2244,2
443,crushing chicken; gross grasshopper; homely halibut,gender,p2248,2
444,crushing chicken; gross grasshopper; homely halibut,gender,p2252,1
445,crushing chicken; gross grasshopper; homely halibut,gender,p2255,1
446,crushing chicken; gross grasshopper; homely halibut,gender,p2261,1
447,crushing chicken; gross grasshopper; homely halibut,gender,p2263,2
448,crushing chicken; gross grasshopper; homely halibut,gender,p2273,2
449,crushing chicken; gross grasshopper; homely halibut,gender,p2275,2
450,crushing chicken; gross grasshopper; homely halibut,gender,p2276,2
451,crushing chicken; gross grasshopper; homely halibut,gender,p2283,2
452,crushing chicken; gross grasshopper; homely halibut,gender,p2287,2
453,crushing chicken; gross grasshopper; homely halibut,gender,p2296,1
454,crushing chicken; gross grasshopper; homely halibut,gender,p2298,1
455,crushing chicken; gross grasshopper; homely halibut,gender,p2304,1
456,crushing chicken; gross grasshopper; homely halibut,gender,p2310,2
457,crushing chicken; gross grasshopper; homely halibut,gender,p2322,2
458,crushing chicken; gross grasshopper; homely halibut,gender,p2326,2
459,crushing chicken; gross grasshopper; homely halibut,gender,p2330,2
460,crushing chicken; gross grasshopper; homely halibut,gender,p2331,1
461,crushing chicken; gross grasshopper; homely halibut,gender,p2333,1
462,crushing chicken; gross grasshopper; homely halibut,gender,p2347,2
463,crushing chicken; gross grasshopper; homely halibut,gender,p2350,2
464,crushing chicken; gross grasshopper; homely halibut,gender,p2351,1
465,crushing chicken; gross grasshopper; homely halibut,gender,p2353,2
466,crushing chicken; gross grasshopper; homely halibut,gender,p2355,2
467,crushing chicken; gross grasshopper; homely halibut,gender,p2363,2
468,crushing chicken; gross grasshopper; homely halibut,gender,p2378,2
469,crushing chicken; gross grasshopper; homely halibut,gender,p2380,1
470,crushing chicken; gross grasshopper; homely halibut,gender,p2387,2
471,crushing chicken; gross grasshopper; homely halibut,gender,p2398,1
472,crushing chicken; gross grasshopper; homely halibut,gender,p2400,1
473,crushing chicken; gross grasshopper; homely halibut,gender,p2403,2
474,crushing chicken; gross grasshopper; homely halibut,gender,p2408,2
475,crushing chicken; gross grasshopper; homely halibut,gender,p2418,2
476,crushing chicken; gross grasshopper; homely halibut,gender,p2426,1
477,crushing chicken; gross grasshopper; homely halibut,gender,p2428,2
478,crushing chicken; gross grasshopper; homely halibut,gender,p2434,2
479,crushing chicken; gross grasshopper; homely halibut,gender,p2446,1
480,crushing chicken; gross grasshopper; homely halibut,gender,p2452,1
481,crushing chicken; gross grasshopper; homely halibut,gender,p2454,2
482,crushing chicken; gross grasshopper; homely halibut,gender,p2462,1
483,crushing chicken; gross grasshopper; homely halibut,gender,p2467,1
484,crushing chicken; gross grasshopper; homely halibut,gender,p2482,2
485,crushing chicken; gross grasshopper; homely halibut,gender,p2489,1
486,crushing chicken; gross grasshopper; homely halibut,gender,p2490,2
487,crushing chicken; gross grasshopper; homely halibut,gender,p2494,2
488,crushing chicken; gross grasshopper; homely halibut,gender,p2502,1
489,crushing chicken; gross grasshopper; homely halibut,gender,p2503,2
490,crushing chicken; gross grasshopper; homely halibut,gender,p2522,1
491,crushing chicken; gross grasshopper; homely halibut,gender,p2524,1
492,crushing chicken; gross grasshopper; homely halibut,gender,p2533,2
493,crushing chicken; gross grasshopper; homely halibut,gender,p2566,2
494,crushing chicken; gross grasshopper; homely halibut,gender,p2571,1
495,crushing chicken; gross grasshopper; homely halibut,gender,p2573,1
496,crushing chicken; gross grasshopper; homely halibut,gender,p2582,1
497,crushing chicken; gross grasshopper; homely halibut,gender,p2591,1
498,crushing chicken; gross grasshopper; homely halibut,gender,p2592,2
499,crushing chicken; gross grasshopper; homely halibut,gender,p2595,2
500,crushing chicken; gross grasshopper; homely halibut,year_birth,p0016,1970
501,crushing chicken; gross grasshopper; homely halibut,year_birth,p0022,1991
502,crushing chicken; gross grasshopper; homely halibut,year_birth,p0023,1958
503,crushing chicken; gross grasshopper; homely halibut,year_birth,p0026,1965
504,crushing chicken; gross grasshopper; homely halibut,year_birth,p0034,1950
505,crushing chicken; gross grasshopper; homely halibut,year_birth,p0036,1994
506,crushing chicken; gross grasshopper; homely halibut,year_birth,p0037,1969
507,crushing chicken; gross grasshopper; homely halibut,year_birth,p0042,1960
508,crushing chicken; gross grasshopper; homely halibut,year_birth,p0057,1981
509,crushing chicken; gross grasshopper; homely halibut,year_birth,p0066,1966
510,crushing chicken; gross grasshopper; homely halibut,year_birth,p0069,1986
511,crushing chicken; gross grasshopper; homely halibut,year_birth,p0072,1987
512,crushing chicken; gross grasshopper; homely halibut,year_birth,p0073,1982
513,crushing chicken; gross grasshopper; homely halibut,year_birth,p0082,1973
514,crushing chicken; gross grasshopper; homely halibut,year_birth,p0091,1995
515,crushing chicken; gross grasshopper; homely halibut,year_birth,p0092,1980
516,crushing chicken; gross grasshopper; homely halibut,year_birth,p0093,1947
517,crushing chicken; gross grasshopper; homely halibut,year_birth,p0095,1946
518,crushing chicken; gross grasshopper; homely halibut,year_birth,p0107,1964
519,crushing chicken; gross grasshopper; homely halibut,year_birth,p0114,1987
520,crushing chicken; gross grasshopper; homely halibut,year_birth,p0116,1986
521,crushing chicken; gross grasshopper; homely halibut,year_birth,p0118,1998
522,crushing chicken; gross grasshopper; homely halibut,year_birth,p0119,1989
523,crushing chicken; gross grasshopper; homely halibut,year_birth,p0126,1961
524,crushing chicken; gross grasshopper; homely halibut,year_birth,p0129,1951
525,crushing chicken; gross grasshopper; homely halibut,year_birth,p0136,1986
526,crushing chicken; gross grasshopper; homely halibut,year_birth,p0138,1947
527,crushing chicken; gross grasshopper; homely halibut,year_birth,p0144,1989
528,crushing chicken; gross grasshopper; homely halibut,year_birth,p0150,1975
529,crushing chicken; gross grasshopper; homely halibut,year_birth,p0152,1973
530,crushing chicken; gross grasshopper; homely halibut,year_birth,p0158,1948
531,crushing chicken; gross grasshopper; homely halibut,year_birth,p0161,1984
532,crushing chicken; gross grasshopper; homely halibut,year_birth,p0164,1955
533,crushing chicken; gross grasshopper; homely halibut,year_birth,p0175,1954
534,crushing chicken; gross grasshopper; homely halibut,year_birth,p0177,1972
535,crushing chicken; gross grasshopper; homely halibut,year_birth,p0178,1991
536,crushing chicken; gross grasshopper; homely halibut,year_birth,p0181,1970
537,crushing chicken; gross grasshopper; homely halibut,year_birth,p0186,1968
538,crushing chicken; gross grasshopper; homely halibut,year_birth,p0196,1993
539,crushing chicken; gross grasshopper; homely halibut,year_birth,p0198,1949
540,crushing chicken; gross grasshopper; homely halibut,year_birth,p0202,1950
541,crushing chicken; gross grasshopper; homely halibut,year_birth,p0205,1944
542,crushing chicken; gross grasshopper; homely halibut,year_birth,p0207,1932
543,crushing chicken; gross grasshopper; homely halibut,year_birth,p0211,1947
544,crushing chicken; gross grasshopper; homely halibut,year_birth,p0227,1978
545,crushing chicken; gross grasshopper; homely halibut,year_birth,p0229,1957
546,crushing chicken; gross grasshopper; homely halibut,year_birth,p0232,1939
547,crushing chicken; gross grasshopper; homely halibut,year_birth,p0233,1951
548,crushing chicken; gross grasshopper; homely halibut,year_birth,p0237,1984
549,crushing chicken; gross grasshopper; homely halibut,year_birth,p0258,1936
550,crushing chicken; gross grasshopper; homely halibut,year_birth,p0268,1927
551,crushing chicken; gross grasshopper; homely halibut,year_birth,p0274,1981
552,crushing chicken; gross grasshopper; homely halibut,year_birth,p0275,1970
553,crushing chicken; gross grasshopper; homely halibut,year_birth,p0277,1975
554,crushing chicken; gross grasshopper; homely halibut,year_birth,p0288,1970
555,crushing chicken; gross grasshopper; homely halibut,year_birth,p0291,1936
556,crushing chicken; gross grasshopper; homely halibut,year_birth,p0307,1996
557,crushing chicken; gross grasshopper; homely halibut,year_birth,p0308,1998
558,crushing chicken; gross grasshopper; homely halibut,year_birth,p0317,1960
559,crushing chicken; gross grasshopper; homely halibut,year_birth,p0325,1989
560,crushing chicken; gross grasshopper; homely halibut,year_birth,p0327,1958
561,crushing chicken; gross grasshopper; homely halibut,year_birth,p0334,1956
562,crushing chicken; gross grasshopper; homely halibut,year_birth,p0336,1987
563,crushing chicken; gross grasshopper; homely halibut,year_birth,p0338,1977
564,crushing chicken; gross grasshopper; homely halibut,year_birth,p0342,1981
565,crushing chicken; gross grasshopper; homely halibut,year_birth,p0349,1975
566,crushing chicken; gross grasshopper; homely halibut,year_birth,p0356,1991
567,crushing chicken; gross grasshopper; homely halibut,year_birth,p0358,1956
568,crushing chicken; gross grasshopper; homely halibut,year_birth,p0363,1956
569,crushing chicken; gross grasshopper; homely halibut,year_birth,p0364,1981
570,crushing chicken; gross grasshopper; homely halibut,year_birth,p0369,1989
571,crushing chicken; gross grasshopper; homely halibut,year_birth,p0370,1983
572,crushing chicken; gross grasshopper; homely halibut,year_birth,p0371,1959
573,crushing chicken; gross grasshopper; homely halibut,year_birth,p0379,1962
574,crushing chicken; gross grasshopper; homely halibut,year_birth,p0386,1986
575,crushing chicken; gross grasshopper; homely halibut,year_birth,p0396,1987
576,crushing chicken; gross grasshopper; homely halibut,year_birth,p0403,1988
577,crushing chicken; gross grasshopper; homely halibut,year_birth,p0405,1990
578,crushing chicken; gross grasshopper; homely halibut,year_birth,p0412,1963
579,crushing chicken; gross grasshopper; homely halibut,year_birth,p0415,1992
580,crushing chicken; gross grasshopper; homely halibut,year_birth,p0416,1982
581,crushing chicken; gross grasshopper; homely halibut,year_birth,p0417,1983
582,crushing chicken; gross grasshopper; homely halibut,year_birth,p0418,1952
583,crushing chicken; gross grasshopper; homely halibut,year_birth,p0430,1944
584,crushing chicken; gross grasshopper; homely halibut,year_birth,p0431,1998
585,crushing chicken; gross grasshopper; homely halibut,year_birth,p0434,1964
586,crushing chicken; gross grasshopper; homely halibut,year_birth,p0438,1977
587,crushing chicken; gross grasshopper; homely halibut,year_birth,p0441,1988
588,crushing chicken; gross grasshopper; homely halibut,year_birth,p0442,1994
589,crushing chicken; gross grasshopper; homely halibut,year_birth,p0449,1957
590,crushing chicken; gross grasshopper; homely halibut,year_birth,p0450,1951
591,crushing chicken; gross grasshopper; homely halibut,year_birth,p0465,1965
592,crushing chicken; gross grasshopper; homely halibut,year_birth,p0471,1987
593,crushing chicken; gross grasshopper; homely halibut,year_birth,p0477,1970
594,crushing chicken; gross grasshopper; homely halibut,year_birth,p0483,1993
595,crushing chicken; gross grasshopper; homely halibut,year_birth,p0486,1990
596,crushing chicken; gross grasshopper; homely halibut,year_birth,p0487,1983
597,crushing chicken; gross grasshopper; homely halibut,year_birth,p0489,1959
598,crushing chicken; gross grasshopper; homely halibut,year_birth,p0497,1946
599,crushing chicken; gross grasshopper; homely halibut,year_birth,p0502,1953
600,crushing chicken; gross grasshopper; homely halibut,year_birth,p0503,1991
601,crushing chicken; gross grasshopper; homely halibut,year_birth,p0506,1987
602,crushing chicken; gross grasshopper; homely halibut,year_birth,p0511,1989
603,crushing chicken; gross grasshopper; homely halibut,year_birth,p0523,1993
604,crushing chicken; gross grasshopper; homely halibut,year_birth,p0534,1954
605,crushing chicken; gross grasshopper; homely halibut,year_birth,p0536,1982
606,crushing chicken; gross grasshopper; homely halibut,year_birth,p0542,1948
607,crushing chicken; gross grasshopper; homely halibut,year_birth,p0547,1954
608,crushing chicken; gross grasshopper; homely halibut,year_birth,p0553,1966
609,crushing chicken; gross grasshopper; homely halibut,year_birth,p0559,1991
610,crushing chicken; gross grasshopper; homely halibut,year_birth,p0566,1984
611,crushing chicken; gross grasshopper; homely halibut,year_birth,p0568,1972
612,crushing chicken; gross grasshopper; homely halibut,year_birth,p0570,1977
613,crushing chicken; gross grasshopper; homely halibut,year_birth,p0573,1987
614,crushing chicken; gross grasshopper; homely halibut,year_birth,p0578,1967
615,crushing chicken; gross grasshopper; homely halibut,year_birth,p0594,1984
616,crushing chicken; gross grasshopper; homely halibut,year_birth,p0597,1958
617,crushing chicken; gross grasshopper; homely halibut,year_birth,p0601,1996
618,crushing chicken; gross grasshopper; homely halibut,year_birth,p0602,1952
619,crushing chicken; gross grasshopper; homely halibut,year_birth,p0605,1987
620,crushing chicken; gross grasshopper; homely halibut,year_birth,p0615,1966
621,crushing chicken; gross grasshopper; homely halibut,year_birth,p0620,1994
622,crushing chicken; gross grasshopper; homely halibut,year_birth,p0626,1980
623,crushing chicken; gross grasshopper; homely halibut,year_birth,p0629,1995
