,condition,outcome,persona,response
0,limping llama; friendly frog,trust_competent_1,p0016,75
515,limping llama; friendly frog,trust_intelligent_1,p0092,75
516,limping llama; friendly frog,trust_intelligent_1,p0093,78
517,limping llama; friendly frog,trust_intelligent_1,p0095,78
518,limping llama; friendly frog,trust_intelligent_1,p0107,72
519,limping llama; friendly frog,trust_intelligent_1,p0114,78
520,limping llama; friendly frog,trust_intelligent_1,p0116,65
521,limping llama; friendly frog,trust_intelligent_1,p0118,72
522,limping llama; friendly frog,trust_intelligent_1,p0119,78
523,limping llama; friendly frog,trust_intelligent_1,p0126,78
524,limping llama; friendly frog,trust_intelligent_1,p0129,82
525,limping llama; friendly frog,trust_intelligent_1,p0136,65
526,limping llama; friendly frog,trust_intelligent_1,p0138,65
527,limping llama; friendly frog,trust_intelligent_1,p0144,68
528,limping llama; friendly frog,trust_intelligent_1,p0150,68
529,limping llama; friendly frog,trust_intelligent_1,p0152,75
530,limping llama; friendly frog,trust_intelligent_1,p0158,65
531,limping llama; friendly frog,trust_intelligent_1,p0161,75
532,limping llama; friendly frog,trust_intelligent_1,p0164,68
533,limping llama; friendly frog,trust_intelligent_1,p0175,78
534,limping llama; friendly frog,trust_intelligent_1,p0177,78
535,limping llama; friendly frog,trust_intelligent_1,p0178,78
536,limping llama; friendly frog,trust_intelligent_1,p0181,65
537,limping llama; friendly frog,trust_intelligent_1,p0186,68
538,limping llama; friendly frog,trust_intelligent_1,p0196,75
539,limping llama; friendly frog,trust_intelligent_1,p0198,78
540,limping llama; friendly frog,trust_intelligent_1,p0202,82
541,limping llama; friendly frog,trust_intelligent_1,p0205,68
542,limping llama; friendly frog,trust_intelligent_1,p0207,65
543,limping llama; friendly frog,trust_intelligent_1,p0211,65
544,limping llama; friendly frog,trust_intelligent_1,p0227,82
545,limping llama; friendly frog,trust_intelligent_1,p0229,75
546,limping llama; friendly frog,trust_intelligent_1,p0232,75
547,limping llama; friendly frog,trust_intelligent_1,p0233,65
548,limping llama; friendly frog,trust_intelligent_1,p0237,82
549,limping llama; friendly frog,trust_intelligent_1,p0258,75
550,limping llama; friendly frog,trust_intelligent_1,p0268,65
551,limping llama; friendly frog,trust_intelligent_1,p0274,78
552,limping llama; friendly frog,trust_intelligent_1,p0275,65
553,limping llama; friendly frog,trust_intelligent_1,p0277,65
554,limping llama; friendly frog,trust_intelligent_1,p0288,75
555,limping llama; friendly frog,trust_intelligent_1,p0291,75
556,limping llama; friendly frog,trust_intelligent_1,p0307,68
557,limping llama; friendly frog,trust_intelligent_1,p0308,78
558,limping llama; friendly frog,trust_intelligent_1,p0317,75
559,limping llama; friendly frog,trust_intelligent_1,p0325,82
560,limping llama; friendly frog,trust_intelligent_1,p0327,78
561,limping llama; friendly frog,trust_intelligent_1,p0334,78
562,limping llama; friendly frog,trust_intelligent_1,p0336,78
563,limping llama; friendly frog,trust_intelligent_1,p0338,65
564,limping llama; friendly frog,trust_intelligent_1,p0342,78
565,limping llama; friendly frog,trust_intelligent_1,p0349,75
566,limping llama; friendly frog,trust_intelligent_1,p0356,65
567,limping llama; friendly frog,trust_intelligent_1,p0358,75
568,limping llama; friendly frog,trust_intelligent_1,p0363,78
569,limping llama; friendly frog,trust_intelligent_1,p0364,78
570,limping llama; friendly frog,trust_intelligent_1,p0369,82
571,limping llama; friendly frog,trust_intelligent_1,p0370,65
572,limping llama; friendly frog,trust_intelligent_1,p0371,68
573,limping llama; friendly frog,trust_intelligent_1,p0379,75
574,limping llama; friendly frog,trust_intelligent_1,p0386,78
575,limping llama; friendly frog,trust_intelligent_1,p0396,78
576,limping llama; friendly frog,trust_intelligent_1,p0403,75
577,limping llama; friendly frog,trust_intelligent_1,p0405,75
578,limping llama; friendly frog,trust_intelligent_1,p0412,78
579,limping llama; friendly frog,trust_intelligent_1,p0415,65
580,limping llama; friendly frog,trust_intelligent_1,p0416,78
581,limping llama; friendly frog,trust_intelligent_1,p0417,75
582,limping llama; friendly frog,trust_intelligent_1,p0418,65
583,limping llama; friendly frog,trust_intelligent_1,p0430,75
584,limping llama; friendly frog,trust_intelligent_1,p0431,78
585,limping llama; friendly frog,trust_intelligent_1,p0434,45
586,limping llama; friendly frog,trust_intelligent_1,p0438,75
587,limping llama; friendly frog,trust_intelligent_1,p0441,78
588,limping llama; friendly frog,trust_intelligent_1,p0442,55
589,limping llama; friendly frog,trust_intelligent_1,p0449,75
590,limping llama; friendly frog,trust_intelligent_1,p0450,75
591,limping llama; friendly frog,trust_intelligent_1,p0465,68
592,limping llama; friendly frog,trust_intelligent_1,p0471,78
593,limping llama; friendly frog,trust_intelligent_1,p0477,78
594,limping llama; friendly frog,trust_intelligent_1,p0483,75
595,limping llama; friendly frog,trust_intelligent_1,p0486,82
596,limping llama; friendly frog,trust_intelligent_1,p0487,78
597,limping llama; friendly frog,trust_intelligent_1,p0489,75
598,limping llama; friendly frog,trust_intelligent_1,p0497,75
599,limping llama; friendly frog,trust_intelligent_1,p0502,75
600,limping llama; friendly frog,trust_intelligent_1,p0503,78
601,limping llama; friendly frog,trust_intelligent_1,p0506,68
602,limping llama; friendly frog,trust_intelligent_1,p0511,78
603,limping llama; friendly frog,trust_intelligent_1,p0523,75
604,limping llama; friendly frog,trust_intelligent_1,p0534,85
605,limping llama; friendly frog,trust_intelligent_1,p0536,78
606,limping llama; friendly frog,trust_intelligent_1,p0542,75
607,limping llama; friendly frog,trust_intelligent_1,p0547,75
608,limping llama; friendly frog,trust_intelligent_1,p0553,78
609,limping llama; friendly frog,trust_intelligent_1,p0559,75
610,limping llama; friendly frog,trust_intelligent_1,p0566,75
611,limping llama; friendly frog,trust_intelligent_1,p0568,75
612,limping llama; friendly frog,trust_intelligent_1,p0570,45
613,limping llama; friendly frog,trust_intelligent_1,p0573,75
614,limping llama; friendly frog,trust_intelligent_1,p0578,75
615,limping llama; friendly frog,trust_intelligent_1,p0594,65
616,limping llama; friendly frog,trust_intelligent_1,p0597,75
617,limping llama; friendly frog,trust_intelligent_1,p0601,75
618,limping llama; friendly frog,trust_intelligent_1,p0602,65
619,limping llama; friendly frog,trust_intelligent_1,p0605,75
620,limping llama; friendly frog,trust_intelligent_1,p0615,68
621,limping llama; friendly frog,trust_intelligent_1,p0620,78
622,limping llama; friendly frog,trust_intelligent_1,p0626,75
623,limping llama; friendly frog,trust_intelligent_1,p0629,78
624,limping llama; friendly frog,trust_intelligent_1,p0633,72
625,limping llama; friendly frog,trust_intelligent_1,p0638,75
626,limping llama; friendly frog,trust_intelligent_1,p0639,75
627,limping llama; friendly frog,trust_intelligent_1,p0640,68
628,limping llama; friendly frog,trust_intelligent_1,p0655,75
629,limping llama; friendly frog,trust_intelligent_1,p0656,75
630,limping llama; friendly frog,trust_intelligent_1,p0658,75
631,limping llama; friendly frog,trust_intelligent_1,p0661,75
632,limping llama; friendly frog,trust_intelligent_1,p0669,78
633,limping llama; friendly frog,trust_intelligent_1,p0670,65
634,limping llama; friendly frog,trust_intelligent_1,p0672,78
635,limping llama; friendly frog,trust_intelligent_1,p0674,78
636,limping llama; friendly frog,trust_intelligent_1,p0678,78
637,limping llama; friendly frog,trust_intelligent_1,p0683,75
638,limping llama; friendly frog,trust_intelligent_1,p0686,65
639,limping llama; friendly frog,trust_intelligent_1,p0687,78
640,limping llama; friendly frog,trust_intelligent_1,p0698,75
641,limping llama; friendly frog,trust_intelligent_1,p0700,68
642,limping llama; friendly frog,trust_intelligent_1,p0703,65
643,limping llama; friendly frog,trust_intelligent_1,p0718,75
644,limping llama; friendly frog,trust_intelligent_1,p0744,78
645,limping llama; friendly frog,trust_intelligent_1,p0745,75
646,limping llama; friendly frog,trust_intelligent_1,p0753,65
647,limping llama; friendly frog,trust_intelligent_1,p0770,78
648,limping llama; friendly frog,trust_intelligent_1,p0771,75
649,limping llama; friendly frog,trust_intelligent_1,p0777,85
650,limping llama; friendly frog,trust_intelligent_1,p0779,78
651,limping llama; friendly frog,trust_intelligent_1,p0780,65
652,limping llama; friendly frog,trust_intelligent_1,p0783,75
653,limping llama; friendly frog,trust_intelligent_1,p0785,75
654,limping llama; friendly frog,trust_intelligent_1,p0786,65
655,limping llama; friendly frog,trust_intelligent_1,p0794,65
656,limping llama; friendly frog,trust_intelligent_1,p0798,65
657,limping llama; friendly frog,trust_intelligent_1,p0800,75
658,limping llama; friendly frog,trust_intelligent_1,p0820,68
659,limping llama; friendly frog,trust_intelligent_1,p0841,75
660,limping llama; friendly frog,trust_intelligent_1,p0849,78
661,limping llama; friendly frog,trust_intelligent_1,p0862,85
662,limping llama; friendly frog,trust_intelligent_1,p0867,78
663,limping llama; friendly frog,trust_intelligent_1,p0869,78
664,limping llama; friendly frog,trust_intelligent_1,p0872,78
665,limping llama; friendly frog,trust_intelligent_1,p0880,75
666,limping llama; friendly frog,trust_intelligent_1,p0891,78
667,limping llama; friendly frog,trust_intelligent_1,p0916,78
668,limping llama; friendly frog,trust_intelligent_1,p0917,78
669,limping llama; friendly frog,trust_intelligent_1,p0919,78
670,limping llama; friendly frog,trust_intelligent_1,p0922,65
671,limping llama; friendly frog,trust_intelligent_1,p0925,75
672,limping llama; friendly frog,trust_intelligent_1,p0927,75
673,limping llama; friendly frog,trust_intelligent_1,p0929,75
674,limping llama; friendly frog,trust_intelligent_1,p0930,75
675,limping llama; friendly frog,trust_intelligent_1,p0931,65
676,limping llama; friendly frog,trust_intelligent_1,p0933,68
677,limping llama; friendly frog,trust_intelligent_1,p0934,75
678,limping llama; friendly frog,trust_intelligent_1,p0936,78
679,limping llama; friendly frog,trust_intelligent_1,p0938,78
680,limping llama; friendly frog,trust_intelligent_1,p0939,75
681,limping llama; friendly frog,trust_intelligent_1,p0946,75
682,limping llama; friendly frog,trust_intelligent_1,p0951,75
683,limping llama; friendly frog,trust_intelligent_1,p0956,78
684,limping llama; friendly frog,trust_intelligent_1,p0962,75
685,limping llama; friendly frog,trust_intelligent_1,p0963,78
686,limping llama; friendly frog,trust_intelligent_1,p0969,75
687,limping llama; friendly frog,trust_intelligent_1,p0972,72
688,limping llama; friendly frog,trust_intelligent_1,p0975,75
689,limping llama; friendly frog,trust_intelligent_1,p0985,65
690,limping llama; friendly frog,trust_intelligent_1,p0993,75
691,limping llama; friendly frog,trust_intelligent_1,p0996,75
692,limping llama; friendly frog,trust_intelligent_1,p1011,68
693,limping llama; friendly frog,trust_intelligent_1,p1017,75
694,limping llama; friendly frog,trust_intelligent_1,p1020,75
695,limping llama; friendly frog,trust_intelligent_1,p1022,78
696,limping llama; friendly frog,trust_intelligent_1,p1024,65
697,limping llama; friendly frog,trust_intelligent_1,p1027,78
698,limping llama; friendly frog,trust_intelligent_1,p1028,78
699,limping llama; friendly frog,trust_intelligent_1,p1029,65
700,limping llama; friendly frog,trust_intelligent_1,p1032,75
701,limping llama; friendly frog,trust_intelligent_1,p1040,75
702,limping llama; friendly frog,trust_intelligent_1,p1047,68
703,limping llama; friendly frog,trust_intelligent_1,p1048,75
704,limping llama; friendly frog,trust_intelligent_1,p1053,72
705,limping llama; friendly frog,trust_intelligent_1,p1057,75
706,limping llama; friendly frog,trust_intelligent_1,p1058,75
707,limping llama; friendly frog,trust_intelligent_1,p1063,75
708,limping llama; friendly frog,trust_intelligent_1,p1064,75
709,limping llama; friendly frog,trust_intelligent_1,p1065,65
710,limping llama; friendly frog,trust_intelligent_1,p1069,65
711,limping llama; friendly frog,trust_intelligent_1,p1072,78
712,limping llama; friendly frog,trust_intelligent_1,p1073,75
713,limping llama; friendly frog,trust_intelligent_1,p1075,78
714,limping llama; friendly frog,trust_intelligent_1,p1076,65
715,limping llama; friendly frog,trust_intelligent_1,p1083,65
716,limping llama; friendly frog,trust_intelligent_1,p1089,75
717,limping llama; friendly frog,trust_intelligent_1,p1093,75
718,limping llama; friendly frog,trust_intelligent_1,p1096,78
719,limping llama; friendly frog,trust_intelligent_1,p1100,75
720,limping llama; friendly frog,trust_intelligent_1,p1106,75
721,limping llama; friendly frog,trust_intelligent_1,p1107,65
722,limping llama; friendly frog,trust_intelligent_1,p1113,75
723,limping llama; friendly frog,trust_intelligent_1,p1117,65
724,limping llama; friendly frog,trust_intelligent_1,p1120,78
725,limping llama; friendly frog,trust_intelligent_1,p1134,75
726,limping llama; friendly frog,trust_intelligent_1,p1136,65
727,limping llama; friendly frog,trust_intelligent_1,p1138,75
728,limping llama; friendly frog,trust_intelligent_1,p1144,65
729,limping llama; friendly frog,trust_intelligent_1,p1145,78
730,limping llama; friendly frog,trust_intelligent_1,p1147,82
731,limping llama; friendly frog,trust_intelligent_1,p1148,78
732,limping llama; friendly frog,trust_intelligent_1,p1154,75
733,limping llama; friendly frog,trust_intelligent_1,p1159,75
734,limping llama; friendly frog,trust_intelligent_1,p1167,78
735,limping llama; friendly frog,trust_intelligent_1,p1175,78
736,limping llama; friendly frog,trust_intelligent_1,p1178,75
737,limping llama; friendly frog,trust_intelligent_1,p1184,68
738,limping llama; friendly frog,trust_intelligent_1,p1186,78
739,limping llama; friendly frog,trust_intelligent_1,p1196,65
740,limping llama; friendly frog,trust_intelligent_1,p1197,72
741,limping llama; friendly frog,trust_intelligent_1,p1203,78
742,limping llama; friendly frog,trust_intelligent_1,p1219,65
743,limping llama; friendly frog,trust_intelligent_1,p1225,75
