,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p0016,75
376,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1889,65
377,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1893,78
378,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1896,78
379,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1913,75
380,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1922,78
381,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1930,78
382,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1935,75
383,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1940,78
384,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1948,68
385,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1950,68
386,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1954,68
387,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1956,45
388,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1958,75
389,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1967,78
390,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1973,78
391,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1978,68
392,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1983,68
393,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1984,65
394,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1995,75
395,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1996,68
396,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p1997,72
397,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2001,78
398,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2002,68
399,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2013,78
400,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2014,65
401,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2016,78
402,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2018,62
403,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2023,78
404,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2025,75
405,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2028,68
406,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2030,78
407,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2033,72
408,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2040,45
409,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2051,68
410,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2052,72
411,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2066,65
412,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2067,78
413,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2073,78
414,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2077,68
415,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2078,68
416,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2086,78
417,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2089,78
418,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2093,62
419,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2094,78
420,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2111,68
421,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2117,78
422,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2121,72
423,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2127,68
424,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2141,75
425,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2142,45
426,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2143,78
427,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2153,68
428,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2155,65
429,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2169,68
430,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2187,75
431,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2188,75
432,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2197,68
433,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2213,68
434,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2214,68
435,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2215,75
436,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2220,68
437,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2223,65
438,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2229,68
439,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2234,78
440,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2237,75
441,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2238,75
442,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2244,68
443,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2248,68
444,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2252,75
445,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2255,45
446,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2261,55
447,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2263,68
448,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2273,68
449,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2275,72
450,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2276,68
451,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2283,55
452,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2287,78
453,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2296,62
454,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2298,65
455,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2304,68
456,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2310,65
457,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2322,55
458,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2326,75
459,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2330,65
460,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2331,75
461,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2333,68
462,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2347,78
463,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2350,65
464,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2351,68
465,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2353,68
466,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2355,75
467,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2363,68
468,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2378,78
469,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2380,75
470,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2387,68
471,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2398,68
472,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2400,75
473,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2403,78
474,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2408,45
475,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2418,72
476,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2426,75
477,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2428,65
478,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2434,75
479,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2446,62
480,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2452,65
481,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2454,65
482,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2462,68
483,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2467,45
484,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2482,68
485,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2489,68
486,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2490,65
487,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2494,65
488,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2502,68
489,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2503,68
490,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2522,78
491,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2524,78
492,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2533,45
493,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2566,65
494,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2571,72
495,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2573,65
496,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2582,75
497,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2591,68
498,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2592,68
499,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p2595,45
500,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0016,78
501,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0022,78
502,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0023,85
503,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0026,78
504,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0034,78
505,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0036,78
506,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0037,78
507,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0042,78
508,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0057,78
509,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0066,85
510,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0069,78
511,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0072,85
512,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0073,78
513,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0082,78
514,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0091,85
515,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0092,76
516,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0093,82
517,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0095,78
518,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0107,72
519,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0114,85
520,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0116,78
521,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0118,72
522,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0119,82
523,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0126,78
524,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0129,85
525,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0136,78
526,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0138,72
527,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0144,76
528,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0150,78
529,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0152,78
530,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0158,72
531,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0161,78
532,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0164,78
533,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0175,78
534,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0177,78
535,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0178,85
536,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0181,76
537,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0186,75
538,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0196,78
539,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0198,78
540,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0202,85
541,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0205,78
542,crushing chicken; gross grasshopper; homely halibut,trust_intelligent_1,p0207,75
