,condition,outcome,persona,response
0,giant gibbon; brick bobcat,trust_competent_1,p0016,78
464,giant gibbon; brick bobcat,trust_competent_1,p2351,78
465,giant gibbon; brick bobcat,trust_competent_1,p2353,78
466,giant gibbon; brick bobcat,trust_competent_1,p2355,75
467,giant gibbon; brick bobcat,trust_competent_1,p2363,65
468,giant gibbon; brick bobcat,trust_competent_1,p2378,78
469,giant gibbon; brick bobcat,trust_competent_1,p2380,78
470,giant gibbon; brick bobcat,trust_competent_1,p2387,72
471,giant gibbon; brick bobcat,trust_competent_1,p2398,78
472,giant gibbon; brick bobcat,trust_competent_1,p2400,78
473,giant gibbon; brick bobcat,trust_competent_1,p2403,78
474,giant gibbon; brick bobcat,trust_competent_1,p2408,45
475,giant gibbon; brick bobcat,trust_competent_1,p2418,75
476,giant gibbon; brick bobcat,trust_competent_1,p2426,75
477,giant gibbon; brick bobcat,trust_competent_1,p2428,65
478,giant gibbon; brick bobcat,trust_competent_1,p2434,78
479,giant gibbon; brick bobcat,trust_competent_1,p2446,65
480,giant gibbon; brick bobcat,trust_competent_1,p2452,65
481,giant gibbon; brick bobcat,trust_competent_1,p2454,68
482,giant gibbon; brick bobcat,trust_competent_1,p2462,78
483,giant gibbon; brick bobcat,trust_competent_1,p2467,45
484,giant gibbon; brick bobcat,trust_competent_1,p2482,68
485,giant gibbon; brick bobcat,trust_competent_1,p2489,68
486,giant gibbon; brick bobcat,trust_competent_1,p2490,68
487,giant gibbon; brick bobcat,trust_competent_1,p2494,65
488,giant gibbon; brick bobcat,trust_competent_1,p2502,78
489,giant gibbon; brick bobcat,trust_competent_1,p2503,68
490,giant gibbon; brick bobcat,trust_competent_1,p2522,75
491,giant gibbon; brick bobcat,trust_competent_1,p2524,78
492,giant gibbon; brick bobcat,trust_competent_1,p2533,45
493,giant gibbon; brick bobcat,trust_competent_1,p2566,68
494,giant gibbon; brick bobcat,trust_competent_1,p2571,78
495,giant gibbon; brick bobcat,trust_competent_1,p2573,65
496,giant gibbon; brick bobcat,trust_competent_1,p2582,75
497,giant gibbon; brick bobcat,trust_competent_1,p2591,68
498,giant gibbon; brick bobcat,trust_competent_1,p2592,72
499,giant gibbon; brick bobcat,trust_competent_1,p2595,45
500,giant gibbon; brick bobcat,trust_intelligent_1,p0016,85
501,giant gibbon; brick bobcat,trust_intelligent_1,p0022,78
502,giant gibbon; brick bobcat,trust_intelligent_1,p0023,88
503,giant gibbon; brick bobcat,trust_intelligent_1,p0026,78
504,giant gibbon; brick bobcat,trust_intelligent_1,p0034,78
505,giant gibbon; brick bobcat,trust_intelligent_1,p0036,75
506,giant gibbon; brick bobcat,trust_intelligent_1,p0037,75
507,giant gibbon; brick bobcat,trust_intelligent_1,p0042,78
508,giant gibbon; brick bobcat,trust_intelligent_1,p0057,78
509,giant gibbon; brick bobcat,trust_intelligent_1,p0066,85
510,giant gibbon; brick bobcat,trust_intelligent_1,p0069,78
511,giant gibbon; brick bobcat,trust_intelligent_1,p0072,88
512,giant gibbon; brick bobcat,trust_intelligent_1,p0073,78
513,giant gibbon; brick bobcat,trust_intelligent_1,p0082,82
514,giant gibbon; brick bobcat,trust_intelligent_1,p0091,88
515,giant gibbon; brick bobcat,trust_intelligent_1,p0092,78
516,giant gibbon; brick bobcat,trust_intelligent_1,p0093,82
517,giant gibbon; brick bobcat,trust_intelligent_1,p0095,82
518,giant gibbon; brick bobcat,trust_intelligent_1,p0107,72
519,giant gibbon; brick bobcat,trust_intelligent_1,p0114,85
520,giant gibbon; brick bobcat,trust_intelligent_1,p0116,72
521,giant gibbon; brick bobcat,trust_intelligent_1,p0118,78
522,giant gibbon; brick bobcat,trust_intelligent_1,p0119,78
523,giant gibbon; brick bobcat,trust_intelligent_1,p0126,78
524,giant gibbon; brick bobcat,trust_intelligent_1,p0129,88
525,giant gibbon; brick bobcat,trust_intelligent_1,p0136,68
526,giant gibbon; brick bobcat,trust_intelligent_1,p0138,72
527,giant gibbon; brick bobcat,trust_intelligent_1,p0144,78
528,giant gibbon; brick bobcat,trust_intelligent_1,p0150,78
529,giant gibbon; brick bobcat,trust_intelligent_1,p0152,78
530,giant gibbon; brick bobcat,trust_intelligent_1,p0158,68
531,giant gibbon; brick bobcat,trust_intelligent_1,p0161,82
532,giant gibbon; brick bobcat,trust_intelligent_1,p0164,78
533,giant gibbon; brick bobcat,trust_intelligent_1,p0175,78
534,giant gibbon; brick bobcat,trust_intelligent_1,p0177,78
535,giant gibbon; brick bobcat,trust_intelligent_1,p0178,88
536,giant gibbon; brick bobcat,trust_intelligent_1,p0181,68
537,giant gibbon; brick bobcat,trust_intelligent_1,p0186,78
538,giant gibbon; brick bobcat,trust_intelligent_1,p0196,78
539,giant gibbon; brick bobcat,trust_intelligent_1,p0198,85
540,giant gibbon; brick bobcat,trust_intelligent_1,p0202,85
541,giant gibbon; brick bobcat,trust_intelligent_1,p0205,78
542,giant gibbon; brick bobcat,trust_intelligent_1,p0207,75
543,giant gibbon; brick bobcat,trust_intelligent_1,p0211,68
544,giant gibbon; brick bobcat,trust_intelligent_1,p0227,88
545,giant gibbon; brick bobcat,trust_intelligent_1,p0229,78
546,giant gibbon; brick bobcat,trust_intelligent_1,p0232,85
547,giant gibbon; brick bobcat,trust_intelligent_1,p0233,75
548,giant gibbon; brick bobcat,trust_intelligent_1,p0237,88
549,giant gibbon; brick bobcat,trust_intelligent_1,p0258,75
550,giant gibbon; brick bobcat,trust_intelligent_1,p0268,65
551,giant gibbon; brick bobcat,trust_intelligent_1,p0274,82
552,giant gibbon; brick bobcat,trust_intelligent_1,p0275,62
553,giant gibbon; brick bobcat,trust_intelligent_1,p0277,78
554,giant gibbon; brick bobcat,trust_intelligent_1,p0288,85
555,giant gibbon; brick bobcat,trust_intelligent_1,p0291,82
556,giant gibbon; brick bobcat,trust_intelligent_1,p0307,78
557,giant gibbon; brick bobcat,trust_intelligent_1,p0308,78
558,giant gibbon; brick bobcat,trust_intelligent_1,p0317,75
559,giant gibbon; brick bobcat,trust_intelligent_1,p0325,88
560,giant gibbon; brick bobcat,trust_intelligent_1,p0327,88
561,giant gibbon; brick bobcat,trust_intelligent_1,p0334,82
562,giant gibbon; brick bobcat,trust_intelligent_1,p0336,82
563,giant gibbon; brick bobcat,trust_intelligent_1,p0338,55
564,giant gibbon; brick bobcat,trust_intelligent_1,p0342,82
565,giant gibbon; brick bobcat,trust_intelligent_1,p0349,78
566,giant gibbon; brick bobcat,trust_intelligent_1,p0356,78
567,giant gibbon; brick bobcat,trust_intelligent_1,p0358,78
568,giant gibbon; brick bobcat,trust_intelligent_1,p0363,78
569,giant gibbon; brick bobcat,trust_intelligent_1,p0364,82
570,giant gibbon; brick bobcat,trust_intelligent_1,p0369,88
571,giant gibbon; brick bobcat,trust_intelligent_1,p0370,68
572,giant gibbon; brick bobcat,trust_intelligent_1,p0371,78
573,giant gibbon; brick bobcat,trust_intelligent_1,p0379,72
574,giant gibbon; brick bobcat,trust_intelligent_1,p0386,88
575,giant gibbon; brick bobcat,trust_intelligent_1,p0396,85
576,giant gibbon; brick bobcat,trust_intelligent_1,p0403,78
577,giant gibbon; brick bobcat,trust_intelligent_1,p0405,88
578,giant gibbon; brick bobcat,trust_intelligent_1,p0412,82
579,giant gibbon; brick bobcat,trust_intelligent_1,p0415,65
580,giant gibbon; brick bobcat,trust_intelligent_1,p0416,78
581,giant gibbon; brick bobcat,trust_intelligent_1,p0417,82
582,giant gibbon; brick bobcat,trust_intelligent_1,p0418,68
583,giant gibbon; brick bobcat,trust_intelligent_1,p0430,85
584,giant gibbon; brick bobcat,trust_intelligent_1,p0431,88
585,giant gibbon; brick bobcat,trust_intelligent_1,p0434,55
586,giant gibbon; brick bobcat,trust_intelligent_1,p0438,88
587,giant gibbon; brick bobcat,trust_intelligent_1,p0441,85
588,giant gibbon; brick bobcat,trust_intelligent_1,p0442,62
589,giant gibbon; brick bobcat,trust_intelligent_1,p0449,72
590,giant gibbon; brick bobcat,trust_intelligent_1,p0450,85
591,giant gibbon; brick bobcat,trust_intelligent_1,p0465,78
592,giant gibbon; brick bobcat,trust_intelligent_1,p0471,78
593,giant gibbon; brick bobcat,trust_intelligent_1,p0477,78
594,giant gibbon; brick bobcat,trust_intelligent_1,p0483,78
595,giant gibbon; brick bobcat,trust_intelligent_1,p0486,85
596,giant gibbon; brick bobcat,trust_intelligent_1,p0487,82
597,giant gibbon; brick bobcat,trust_intelligent_1,p0489,82
598,giant gibbon; brick bobcat,trust_intelligent_1,p0497,78
599,giant gibbon; brick bobcat,trust_intelligent_1,p0502,78
600,giant gibbon; brick bobcat,trust_intelligent_1,p0503,82
601,giant gibbon; brick bobcat,trust_intelligent_1,p0506,68
602,giant gibbon; brick bobcat,trust_intelligent_1,p0511,78
603,giant gibbon; brick bobcat,trust_intelligent_1,p0523,78
604,giant gibbon; brick bobcat,trust_intelligent_1,p0534,88
605,giant gibbon; brick bobcat,trust_intelligent_1,p0536,78
606,giant gibbon; brick bobcat,trust_intelligent_1,p0542,78
607,giant gibbon; brick bobcat,trust_intelligent_1,p0547,85
608,giant gibbon; brick bobcat,trust_intelligent_1,p0553,82
609,giant gibbon; brick bobcat,trust_intelligent_1,p0559,82
610,giant gibbon; brick bobcat,trust_intelligent_1,p0566,78
611,giant gibbon; brick bobcat,trust_intelligent_1,p0568,78
612,giant gibbon; brick bobcat,trust_intelligent_1,p0570,55
613,giant gibbon; brick bobcat,trust_intelligent_1,p0573,78
614,giant gibbon; brick bobcat,trust_intelligent_1,p0578,78
615,giant gibbon; brick bobcat,trust_intelligent_1,p0594,68
616,giant gibbon; brick bobcat,trust_intelligent_1,p0597,78
617,giant gibbon; brick bobcat,trust_intelligent_1,p0601,78
618,giant gibbon; brick bobcat,trust_intelligent_1,p0602,68
619,giant gibbon; brick bobcat,trust_intelligent_1,p0605,78
620,giant gibbon; brick bobcat,trust_intelligent_1,p0615,72
621,giant gibbon; brick bobcat,trust_intelligent_1,p0620,78
622,giant gibbon; brick bobcat,trust_intelligent_1,p0626,75
623,giant gibbon; brick bobcat,trust_intelligent_1,p0629,88
624,giant gibbon; brick bobcat,trust_intelligent_1,p0633,75
625,giant gibbon; brick bobcat,trust_intelligent_1,p0638,82
626,giant gibbon; brick bobcat,trust_intelligent_1,p0639,82
627,giant gibbon; brick bobcat,trust_intelligent_1,p0640,75
628,giant gibbon; brick bobcat,trust_intelligent_1,p0655,82
629,giant gibbon; brick bobcat,trust_intelligent_1,p0656,75
630,giant gibbon; brick bobcat,trust_intelligent_1,p0658,78
631,giant gibbon; brick bobcat,trust_intelligent_1,p0661,78
632,giant gibbon; brick bobcat,trust_intelligent_1,p0669,82
633,giant gibbon; brick bobcat,trust_intelligent_1,p0670,68
634,giant gibbon; brick bobcat,trust_intelligent_1,p0672,78
635,giant gibbon; brick bobcat,trust_intelligent_1,p0674,82
636,giant gibbon; brick bobcat,trust_intelligent_1,p0678,82
637,giant gibbon; brick bobcat,trust_intelligent_1,p0683,82
638,giant gibbon; brick bobcat,trust_intelligent_1,p0686,72
639,giant gibbon; brick bobcat,trust_intelligent_1,p0687,85
640,giant gibbon; brick bobcat,trust_intelligent_1,p0698,78
641,giant gibbon; brick bobcat,trust_intelligent_1,p0700,78
642,giant gibbon; brick bobcat,trust_intelligent_1,p0703,78
643,giant gibbon; brick bobcat,trust_intelligent_1,p0718,78
644,giant gibbon; brick bobcat,trust_intelligent_1,p0744,82
645,giant gibbon; brick bobcat,trust_intelligent_1,p0745,78
646,giant gibbon; brick bobcat,trust_intelligent_1,p0753,68
647,giant gibbon; brick bobcat,trust_intelligent_1,p0770,82
648,giant gibbon; brick bobcat,trust_intelligent_1,p0771,78
649,giant gibbon; brick bobcat,trust_intelligent_1,p0777,88
650,giant gibbon; brick bobcat,trust_intelligent_1,p0779,78
651,giant gibbon; brick bobcat,trust_intelligent_1,p0780,65
652,giant gibbon; brick bobcat,trust_intelligent_1,p0783,78
653,giant gibbon; brick bobcat,trust_intelligent_1,p0785,78
654,giant gibbon; brick bobcat,trust_intelligent_1,p0786,68
655,giant gibbon; brick bobcat,trust_intelligent_1,p0794,68
656,giant gibbon; brick bobcat,trust_intelligent_1,p0798,68
657,giant gibbon; brick bobcat,trust_intelligent_1,p0800,85
658,giant gibbon; brick bobcat,trust_intelligent_1,p0820,68
659,giant gibbon; brick bobcat,trust_intelligent_1,p0841,78
660,giant gibbon; brick bobcat,trust_intelligent_1,p0849,78
661,giant gibbon; brick bobcat,trust_intelligent_1,p0862,88
662,giant gibbon; brick bobcat,trust_intelligent_1,p0867,78
663,giant gibbon; brick bobcat,trust_intelligent_1,p0869,82
664,giant gibbon; brick bobcat,trust_intelligent_1,p0872,82
665,giant gibbon; brick bobcat,trust_intelligent_1,p0880,78
666,giant gibbon; brick bobcat,trust_intelligent_1,p0891,78
667,giant gibbon; brick bobcat,trust_intelligent_1,p0916,82
668,giant gibbon; brick bobcat,trust_intelligent_1,p0917,82
669,giant gibbon; brick bobcat,trust_intelligent_1,p0919,88
670,giant gibbon; brick bobcat,trust_intelligent_1,p0922,78
671,giant gibbon; brick bobcat,trust_intelligent_1,p0925,78
672,giant gibbon; brick bobcat,trust_intelligent_1,p0927,82
673,giant gibbon; brick bobcat,trust_intelligent_1,p0929,78
674,giant gibbon; brick bobcat,trust_intelligent_1,p0930,82
675,giant gibbon; brick bobcat,trust_intelligent_1,p0931,68
676,giant gibbon; brick bobcat,trust_intelligent_1,p0933,78
677,giant gibbon; brick bobcat,trust_intelligent_1,p0934,75
678,giant gibbon; brick bobcat,trust_intelligent_1,p0936,78
679,giant gibbon; brick bobcat,trust_intelligent_1,p0938,82
680,giant gibbon; brick bobcat,trust_intelligent_1,p0939,78
681,giant gibbon; brick bobcat,trust_intelligent_1,p0946,78
682,giant gibbon; brick bobcat,trust_intelligent_1,p0951,78
683,giant gibbon; brick bobcat,trust_intelligent_1,p0956,78
684,giant gibbon; brick bobcat,trust_intelligent_1,p0962,88
685,giant gibbon; brick bobcat,trust_intelligent_1,p0963,78
686,giant gibbon; brick bobcat,trust_intelligent_1,p0969,78
687,giant gibbon; brick bobcat,trust_intelligent_1,p0972,78
688,giant gibbon; brick bobcat,trust_intelligent_1,p0975,78
689,giant gibbon; brick bobcat,trust_intelligent_1,p0985,68
690,giant gibbon; brick bobcat,trust_intelligent_1,p0993,85
691,giant gibbon; brick bobcat,trust_intelligent_1,p0996,78
692,giant gibbon; brick bobcat,trust_intelligent_1,p1011,68
693,giant gibbon; brick bobcat,trust_intelligent_1,p1017,78
694,giant gibbon; brick bobcat,trust_intelligent_1,p1020,78
695,giant gibbon; brick bobcat,trust_intelligent_1,p1022,85
696,giant gibbon; brick bobcat,trust_intelligent_1,p1024,68
697,giant gibbon; brick bobcat,trust_intelligent_1,p1027,85
698,giant gibbon; brick bobcat,trust_intelligent_1,p1028,88
699,giant gibbon; brick bobcat,trust_intelligent_1,p1029,68
700,giant gibbon; brick bobcat,trust_intelligent_1,p1032,78
701,giant gibbon; brick bobcat,trust_intelligent_1,p1040,82
702,giant gibbon; brick bobcat,trust_intelligent_1,p1047,75
703,giant gibbon; brick bobcat,trust_intelligent_1,p1048,78
704,giant gibbon; brick bobcat,trust_intelligent_1,p1053,68
705,giant gibbon; brick bobcat,trust_intelligent_1,p1057,75
706,giant gibbon; brick bobcat,trust_intelligent_1,p1058,75
707,giant gibbon; brick bobcat,trust_intelligent_1,p1063,78
708,giant gibbon; brick bobcat,trust_intelligent_1,p1064,85
709,giant gibbon; brick bobcat,trust_intelligent_1,p1065,72
710,giant gibbon; brick bobcat,trust_intelligent_1,p1069,78
711,giant gibbon; brick bobcat,trust_intelligent_1,p1072,85
712,giant gibbon; brick bobcat,trust_intelligent_1,p1073,78
713,giant gibbon; brick bobcat,trust_intelligent_1,p1075,78
714,giant gibbon; brick bobcat,trust_intelligent_1,p1076,68
715,giant gibbon; brick bobcat,trust_intelligent_1,p1083,68
716,giant gibbon; brick bobcat,trust_intelligent_1,p1089,85
717,giant gibbon; brick bobcat,trust_intelligent_1,p1093,85
718,giant gibbon; brick bobcat,trust_intelligent_1,p1096,82
719,giant gibbon; brick bobcat,trust_intelligent_1,p1100,78
720,giant gibbon; brick bobcat,trust_intelligent_1,p1106,78
721,giant gibbon; brick bobcat,trust_intelligent_1,p1107,68
722,giant gibbon; brick bobcat,trust_intelligent_1,p1113,82
723,giant gibbon; brick bobcat,trust_intelligent_1,p1117,75
724,giant gibbon; brick bobcat,trust_intelligent_1,p1120,78
725,giant gibbon; brick bobcat,trust_intelligent_1,p1134,78
726,giant gibbon; brick bobcat,trust_intelligent_1,p1136,68
727,giant gibbon; brick bobcat,trust_intelligent_1,p1138,78
728,giant gibbon; brick bobcat,trust_intelligent_1,p1144,75
729,giant gibbon; brick bobcat,trust_intelligent_1,p1145,88
730,giant gibbon; brick bobcat,trust_intelligent_1,p1147,88
731,giant gibbon; brick bobcat,trust_intelligent_1,p1148,82
732,giant gibbon; brick bobcat,trust_intelligent_1,p1154,88
733,giant gibbon; brick bobcat,trust_intelligent_1,p1159,82
734,giant gibbon; brick bobcat,trust_intelligent_1,p1167,82
735,giant gibbon; brick bobcat,trust_intelligent_1,p1175,85
736,giant gibbon; brick bobcat,trust_intelligent_1,p1178,78
737,giant gibbon; brick bobcat,trust_intelligent_1,p1184,78
738,giant gibbon; brick bobcat,trust_intelligent_1,p1186,82
739,giant gibbon; brick bobcat,trust_intelligent_1,p1196,78
740,giant gibbon; brick bobcat,trust_intelligent_1,p1197,68
741,giant gibbon; brick bobcat,trust_intelligent_1,p1203,78
742,giant gibbon; brick bobcat,trust_intelligent_1,p1219,72
743,giant gibbon; brick bobcat,trust_intelligent_1,p1225,78
744,giant gibbon; brick bobcat,trust_intelligent_1,p1234,78
745,giant gibbon; brick bobcat,trust_intelligent_1,p1242,78
746,giant gibbon; brick bobcat,trust_intelligent_1,p1244,85
747,giant gibbon; brick bobcat,trust_intelligent_1,p1249,72
748,giant gibbon; brick bobcat,trust_intelligent_1,p1250,82
749,giant gibbon; brick bobcat,trust_intelligent_1,p1256,78
750,giant gibbon; brick bobcat,trust_intelligent_1,p1258,82
751,giant gibbon; brick bobcat,trust_intelligent_1,p1260,78
752,giant gibbon; brick bobcat,trust_intelligent_1,p1262,78
753,giant gibbon; brick bobcat,trust_intelligent_1,p1264,78
754,giant gibbon; brick bobcat,trust_intelligent_1,p1265,78
755,giant gibbon; brick bobcat,trust_intelligent_1,p1269,82
756,giant gibbon; brick bobcat,trust_intelligent_1,p1272,78
757,giant gibbon; brick bobcat,trust_intelligent_1,p1278,85
758,giant gibbon; brick bobcat,trust_intelligent_1,p1281,78
759,giant gibbon; brick bobcat,trust_intelligent_1,p1292,78
760,giant gibbon; brick bobcat,trust_intelligent_1,p1299,78
761,giant gibbon; brick bobcat,trust_intelligent_1,p1312,78
762,giant gibbon; brick bobcat,trust_intelligent_1,p1322,78
763,giant gibbon; brick bobcat,trust_intelligent_1,p1326,78
764,giant gibbon; brick bobcat,trust_intelligent_1,p1330,78
765,giant gibbon; brick bobcat,trust_intelligent_1,p1335,82
766,giant gibbon; brick bobcat,trust_intelligent_1,p1337,85
767,giant gibbon; brick bobcat,trust_intelligent_1,p1340,82
768,giant gibbon; brick bobcat,trust_intelligent_1,p1345,78
