,condition,outcome,persona,response
423,orchid orangutan; defiant dragonfly,trust_competent_1,p2127,68
424,orchid orangutan; defiant dragonfly,trust_competent_1,p2141,65
425,orchid orangutan; defiant dragonfly,trust_competent_1,p2142,35
426,orchid orangutan; defiant dragonfly,trust_competent_1,p2143,75
427,orchid orangutan; defiant dragonfly,trust_competent_1,p2153,65
428,orchid orangutan; defiant dragonfly,trust_competent_1,p2155,45
429,orchid orangutan; defiant dragonfly,trust_competent_1,p2169,45
430,orchid orangutan; defiant dragonfly,trust_competent_1,p2187,68
431,orchid orangutan; defiant dragonfly,trust_competent_1,p2188,68
432,orchid orangutan; defiant dragonfly,trust_competent_1,p2197,68
433,orchid orangutan; defiant dragonfly,trust_competent_1,p2213,55
434,orchid orangutan; defiant dragonfly,trust_competent_1,p2214,68
435,orchid orangutan; defiant dragonfly,trust_competent_1,p2215,75
436,orchid orangutan; defiant dragonfly,trust_competent_1,p2220,68
437,orchid orangutan; defiant dragonfly,trust_competent_1,p2223,45
438,orchid orangutan; defiant dragonfly,trust_competent_1,p2229,68
439,orchid orangutan; defiant dragonfly,trust_competent_1,p2234,75
440,orchid orangutan; defiant dragonfly,trust_competent_1,p2237,75
441,orchid orangutan; defiant dragonfly,trust_competent_1,p2238,68
442,orchid orangutan; defiant dragonfly,trust_competent_1,p2244,68
443,orchid orangutan; defiant dragonfly,trust_competent_1,p2248,68
444,orchid orangutan; defiant dragonfly,trust_competent_1,p2252,78
445,orchid orangutan; defiant dragonfly,trust_competent_1,p2255,35
446,orchid orangutan; defiant dragonfly,trust_competent_1,p2261,35
447,orchid orangutan; defiant dragonfly,trust_competent_1,p2263,68
448,orchid orangutan; defiant dragonfly,trust_competent_1,p2273,68
449,orchid orangutan; defiant dragonfly,trust_competent_1,p2275,68
450,orchid orangutan; defiant dragonfly,trust_competent_1,p2276,62
451,orchid orangutan; defiant dragonfly,trust_competent_1,p2283,45
452,orchid orangutan; defiant dragonfly,trust_competent_1,p2287,68
453,orchid orangutan; defiant dragonfly,trust_competent_1,p2296,45
454,orchid orangutan; defiant dragonfly,trust_competent_1,p2298,55
455,orchid orangutan; defiant dragonfly,trust_competent_1,p2304,75
456,orchid orangutan; defiant dragonfly,trust_competent_1,p2310,55
457,orchid orangutan; defiant dragonfly,trust_competent_1,p2322,45
458,orchid orangutan; defiant dragonfly,trust_competent_1,p2326,68
459,orchid orangutan; defiant dragonfly,trust_competent_1,p2330,45
460,orchid orangutan; defiant dragonfly,trust_competent_1,p2331,68
461,orchid orangutan; defiant dragonfly,trust_competent_1,p2333,65
462,orchid orangutan; defiant dragonfly,trust_competent_1,p2347,68
463,orchid orangutan; defiant dragonfly,trust_competent_1,p2350,68
464,orchid orangutan; defiant dragonfly,trust_competent_1,p2351,65
465,orchid orangutan; defiant dragonfly,trust_competent_1,p2353,68
466,orchid orangutan; defiant dragonfly,trust_competent_1,p2355,68
467,orchid orangutan; defiant dragonfly,trust_competent_1,p2363,65
468,orchid orangutan; defiant dragonfly,trust_competent_1,p2378,68
469,orchid orangutan; defiant dragonfly,trust_competent_1,p2380,78
470,orchid orangutan; defiant dragonfly,trust_competent_1,p2387,68
471,orchid orangutan; defiant dragonfly,trust_competent_1,p2398,68
472,orchid orangutan; defiant dragonfly,trust_competent_1,p2400,75
473,orchid orangutan; defiant dragonfly,trust_competent_1,p2403,68
474,orchid orangutan; defiant dragonfly,trust_competent_1,p2408,45
475,orchid orangutan; defiant dragonfly,trust_competent_1,p2418,68
476,orchid orangutan; defiant dragonfly,trust_competent_1,p2426,68
477,orchid orangutan; defiant dragonfly,trust_competent_1,p2428,55
478,orchid orangutan; defiant dragonfly,trust_competent_1,p2434,78
479,orchid orangutan; defiant dragonfly,trust_competent_1,p2446,45
480,orchid orangutan; defiant dragonfly,trust_competent_1,p2452,68
481,orchid orangutan; defiant dragonfly,trust_competent_1,p2454,58
482,orchid orangutan; defiant dragonfly,trust_competent_1,p2462,68
483,orchid orangutan; defiant dragonfly,trust_competent_1,p2467,35
484,orchid orangutan; defiant dragonfly,trust_competent_1,p2482,68
485,orchid orangutan; defiant dragonfly,trust_competent_1,p2489,62
486,orchid orangutan; defiant dragonfly,trust_competent_1,p2490,65
487,orchid orangutan; defiant dragonfly,trust_competent_1,p2494,45
488,orchid orangutan; defiant dragonfly,trust_competent_1,p2502,68
489,orchid orangutan; defiant dragonfly,trust_competent_1,p2503,68
490,orchid orangutan; defiant dragonfly,trust_competent_1,p2522,75
491,orchid orangutan; defiant dragonfly,trust_competent_1,p2524,78
492,orchid orangutan; defiant dragonfly,trust_competent_1,p2533,35
493,orchid orangutan; defiant dragonfly,trust_competent_1,p2566,68
494,orchid orangutan; defiant dragonfly,trust_competent_1,p2571,68
495,orchid orangutan; defiant dragonfly,trust_competent_1,p2573,55
496,orchid orangutan; defiant dragonfly,trust_competent_1,p2582,68
497,orchid orangutan; defiant dragonfly,trust_competent_1,p2591,62
498,orchid orangutan; defiant dragonfly,trust_competent_1,p2592,65
499,orchid orangutan; defiant dragonfly,trust_competent_1,p2595,45
500,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0016,78
501,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0022,75
502,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0023,88
503,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0026,78
504,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0034,68
505,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0036,68
506,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0037,72
507,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0042,72
508,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0057,68
509,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0066,78
510,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0069,68
511,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0072,85
512,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0073,78
513,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0082,78
514,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0091,85
515,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0092,68
516,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0093,78
517,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0095,78
518,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0107,68
519,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0114,85
520,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0116,68
521,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0118,68
522,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0119,78
523,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0126,72
524,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0129,85
525,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0136,68
526,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0138,68
527,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0144,68
528,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0150,65
529,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0152,68
530,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0158,62
531,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0161,78
532,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0164,68
533,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0175,75
534,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0177,78
535,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0178,85
536,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0181,45
537,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0186,68
538,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0196,78
539,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0198,82
540,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0202,82
541,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0205,72
542,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0207,65
543,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0211,62
544,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0227,85
545,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0229,68
546,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0232,78
547,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0233,65
548,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0237,88
549,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0258,75
550,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0268,55
551,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0274,78
552,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0275,45
553,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0277,65
554,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0288,78
555,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0291,78
556,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0307,68
557,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0308,75
558,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0317,65
559,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0325,85
560,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0327,88
561,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0334,85
562,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0336,78
563,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0338,45
564,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0342,78
565,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0349,68
566,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0356,75
567,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0358,78
568,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0363,78
569,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0364,78
570,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0369,88
571,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0370,58
572,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0371,75
573,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0379,68
574,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0386,85
575,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0396,78
576,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0403,75
577,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0405,78
578,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0412,78
579,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0415,45
580,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0416,78
581,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0417,78
582,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0418,68
583,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0430,85
584,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0431,85
585,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0434,45
586,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0438,78
587,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0441,78
588,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0442,45
589,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0449,68
590,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0450,78
591,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0465,68
592,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0471,72
593,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0477,78
594,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0483,75
595,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0486,78
596,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0487,78
597,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0489,85
598,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0497,75
599,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0502,75
600,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0503,78
601,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0506,65
602,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0511,78
603,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0523,78
604,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0534,88
605,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0536,72
606,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0542,62
607,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0547,78
608,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0553,78
609,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0559,78
610,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0566,75
611,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0568,75
612,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0570,45
613,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0573,75
614,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0578,68
615,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0594,68
616,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0597,78
617,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0601,75
618,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0602,65
619,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0605,68
620,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0615,68
621,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0620,78
622,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0626,75
623,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0629,82
624,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0633,68
625,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0638,78
626,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0639,75
627,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0640,68
628,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0655,78
629,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0656,72
630,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0658,75
631,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0661,68
632,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0669,78
633,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0670,65
634,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0672,78
635,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0674,78
636,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0678,78
637,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0683,78
638,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0686,68
639,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0687,78
640,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0698,75
641,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0700,75
642,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0703,68
643,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0718,72
644,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0744,78
645,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0745,78
646,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0753,62
647,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0770,78
648,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0771,75
649,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0777,88
650,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0779,78
651,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0780,62
652,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0783,68
653,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0785,75
654,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0786,65
655,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0794,45
656,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0798,75
657,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0800,78
658,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0820,62
659,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0841,78
660,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0849,68
661,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0862,85
662,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0867,78
663,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0869,78
664,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0872,78
665,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0880,75
666,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0891,78
667,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0916,78
668,orchid orangutan; defiant dragonfly,trust_intelligent_1,p0917,78
