profile_id,condition,gender,age_band,race,education,income,party,trust_multidimensional,trust_competence_1,trust_competence_2,trust_competence_3,trust_integrity_1,trust_integrity_2,trust_integrity_3,trust_benevolence_1,trust_benevolence_2,trust_benevolence_3,trust_openness_1,trust_openness_2,trust_openness_3,trust_post,distrust_post,funding_perceptions,policy_role_mean,inst_trust_mean,belief_post,concern_mean,policy_general,policy_specific_mean,behavior_mean,donation_ams,newsletter_signup
c01p0534,Scientist community helpers,Male,60+,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Republican,81.0,78,82,88,78,82,78,85,85,88,75,78,75,78,15,65,76.75,68.4,85,78.33333333333333,78,69.14285714285714,41.666666666666664,6,0
c01p0536,Scientist community helpers,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,73.5,68,72,78,72,78,72,78,78,78,68,72,68,72,25,65,72.75,62.8,78,70.33333333333333,78,68.71428571428571,43.333333333333336,2,0
c01p0542,Scientist community helpers,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,63.24999999999999,65,68,68,62,68,55,75,75,68,45,65,45,45,25,75,65.0,38.0,45,45.0,65,56.857142857142854,30.0,10,0
c01p0547,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,78.75,78,78,78,78,78,78,85,85,82,75,75,75,78,25,65,81.25,65.6,85,76.0,78,71.14285714285714,51.666666666666664,6,0
c01p0553,Scientist community helpers,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,78.75,78,78,78,78,78,78,82,82,82,78,78,75,78,25,55,75.0,68.8,78,77.0,78,70.71428571428571,47.166666666666664,6,0
c01p0559,Scientist community helpers,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,78.16666666666667,78,78,78,78,78,75,88,82,82,75,78,68,75,25,75,73.5,63.0,78,76.0,78,71.71428571428571,42.166666666666664,6,0
c01p0566,Scientist community helpers,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,73.41666666666667,75,78,75,68,75,72,78,78,78,68,68,68,68,25,65,72.75,50.2,78,73.66666666666667,78,66.71428571428571,43.333333333333336,7,0
c01p0568,Scientist community helpers,Female,45-59,Other,Some college or Associate's degree,"$56,000 to $99,999",Independent,72.08333333333333,72,68,78,68,78,68,75,75,78,75,65,65,68,25,65,70.75,50.2,75,73.66666666666667,78,71.14285714285714,43.333333333333336,6,0
c01p0570,Scientist community helpers,Male,45-59,Black / African American,Less than high school,"$30,000 to $55,999",Democrat,50.0,45,45,45,45,45,45,65,65,65,45,45,45,45,35,65,60.0,41.0,35,38.333333333333336,35,60.0,26.666666666666668,10,0
c01p0573,Scientist community helpers,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,70.58333333333333,68,68,68,68,78,68,75,75,78,65,68,68,68,25,65,70.75,50.2,75,68.0,78,66.85714285714286,43.833333333333336,6,0
c01p0578,Scientist community helpers,Male,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,69.91666666666666,65,72,68,68,72,68,75,75,78,65,68,65,68,25,65,70.75,50.2,68,69.33333333333333,75,66.28571428571429,43.333333333333336,7,0
c01p0594,Scientist community helpers,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,65.91666666666667,65,68,62,62,68,62,75,75,72,65,62,55,68,25,65,66.5,45.0,68,56.0,68,63.0,38.333333333333336,4,0
c01p0597,Scientist community helpers,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,77.66666666666667,75,78,78,78,78,78,85,82,82,75,75,68,75,25,65,70.75,61.6,78,72.66666666666667,78,66.28571428571429,43.333333333333336,7,0
c01p0601,Scientist community helpers,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,71.83333333333334,75,78,68,68,72,72,78,78,78,65,65,65,68,25,65,70.0,50.2,75,73.66666666666667,75,66.28571428571429,43.333333333333336,10,0
c01p0602,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,67.41666666666667,65,68,68,62,68,62,78,78,75,68,62,55,68,25,65,69.25,43.4,68,58.333333333333336,65,66.42857142857143,35.0,1,0
c01p0605,Scientist community helpers,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,69.25,68,68,68,68,68,68,75,75,75,65,68,65,68,25,65,70.0,50.2,75,65.0,75,66.85714285714286,43.333333333333336,1,0
c01p0615,Scientist community helpers,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,69.75,68,68,68,62,68,68,78,78,78,68,68,65,68,25,65,71.5,59.0,72,62.666666666666664,68,64.0,40.0,2,0
c01p0620,Scientist community helpers,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,77.91666666666667,78,78,78,78,78,78,82,82,78,75,78,72,75,25,65,73.25,62.4,78,76.0,78,69.28571428571429,45.5,6,0
c01p0626,Scientist community helpers,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,74.66666666666667,72,75,78,72,78,72,78,78,78,75,75,65,72,25,65,74.25,63.0,75,72.66666666666667,78,68.14285714285714,42.166666666666664,10,0
c01p0629,Scientist community helpers,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,80.5,78,78,78,78,78,78,88,88,88,78,78,78,78,25,65,81.0,70.6,85,81.66666666666667,85,71.71428571428571,52.666666666666664,6,0
c01p0633,Scientist community helpers,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,70.08333333333333,68,68,68,68,72,65,78,78,78,65,68,65,68,25,65,70.75,50.2,75,66.0,72,67.85714285714286,40.5,10,0
c01p0638,Scientist community helpers,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,77.83333333333333,75,78,78,78,78,78,78,78,82,78,78,75,75,25,55,74.0,69.6,78,72.66666666666667,78,69.42857142857143,43.333333333333336,6,0
c01p0639,Scientist community helpers,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,75.58333333333333,75,78,78,78,78,75,78,78,78,78,68,65,72,25,65,75.0,45.2,78,75.0,75,69.0,43.333333333333336,6,0
c01p0640,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,67.91666666666667,65,68,68,68,68,62,78,78,75,68,62,55,68,25,65,71.5,46.6,68,61.666666666666664,75,66.42857142857143,38.333333333333336,6,0
c01p0655,Scientist community helpers,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,77.08333333333333,75,78,78,75,78,78,85,85,82,75,68,68,75,15,75,71.75,59.6,78,68.33333333333333,78,56.857142857142854,35.0,10,0
c01p0656,Scientist community helpers,Male,30-44,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,72.66666666666667,68,75,75,68,75,65,78,78,78,75,72,65,72,25,65,76.75,62.2,75,73.66666666666667,78,71.0,42.166666666666664,10,0
c01p0658,Scientist community helpers,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,68.5,68,68,75,65,75,68,75,75,78,65,65,45,68,25,75,69.25,43.2,75,51.666666666666664,75,57.857142857142854,31.666666666666668,10,0
c01p0661,Scientist community helpers,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,69.66666666666666,65,72,68,65,72,68,78,75,78,65,65,65,68,25,65,70.75,49.0,68,70.33333333333333,75,66.28571428571429,43.333333333333336,1,0
c01p0669,Scientist community helpers,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,79.75,78,78,78,78,78,78,88,88,85,78,75,75,78,25,65,81.75,66.8,82,77.0,78,73.57142857142857,51.666666666666664,10,0
c01p0670,Scientist community helpers,Female,45-59,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,67.75,65,68,62,62,68,68,75,75,78,65,62,65,68,25,65,70.75,45.0,68,65.0,75,65.85714285714286,40.0,10,0
c01p0672,Scientist community helpers,Female,45-59,Other,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,73.91666666666666,72,78,78,68,78,68,78,78,78,68,78,65,75,25,75,69.0,58.2,75,62.666666666666664,75,65.0,31.666666666666668,10,0
c01p0674,Scientist community helpers,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,79.0,78,78,78,78,78,78,82,82,82,78,78,78,78,25,65,74.0,69.4,82,77.0,78,73.14285714285714,47.666666666666664,6,0
c01p0678,Scientist community helpers,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,78.5,75,78,78,78,78,78,82,82,82,78,78,75,78,25,55,74.0,68.2,82,77.0,78,70.0,48.833333333333336,7,0
c01p0683,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,77.0,75,78,78,78,78,78,78,78,82,78,75,68,75,25,65,73.25,60.4,78,70.33333333333333,75,69.28571428571429,41.666666666666664,6,0
c01p0686,Scientist community helpers,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,67.75,65,65,68,62,68,65,75,75,72,65,68,65,68,35,65,70.75,49.0,68,62.666666666666664,72,67.28571428571429,43.333333333333336,6,0
c01p0687,Scientist community helpers,Male,60+,Other,Bachelor's degree,"$56,000 to $99,999",Democrat,78.66666666666667,78,78,78,78,78,78,88,85,82,75,78,68,75,25,65,75.0,61.0,78,75.0,75,74.57142857142857,46.0,6,0
c01p0698,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,72.58333333333333,72,75,75,68,75,68,78,78,78,68,68,68,72,25,65,72.5,56.2,75,69.33333333333333,75,69.42857142857143,43.333333333333336,6,0
c01p0700,Scientist community helpers,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,70.33333333333333,72,68,68,68,68,68,78,78,75,68,68,65,68,25,65,72.5,50.2,78,70.33333333333333,75,69.0,43.333333333333336,6,0
c01p0703,Scientist community helpers,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,73.41666666666666,75,72,78,68,78,68,78,78,78,75,68,65,68,25,65,72.5,58.2,75,61.666666666666664,75,67.57142857142857,38.333333333333336,1,0
c01p0718,Scientist community helpers,Male,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,72.33333333333333,68,75,72,68,78,68,85,78,78,65,68,65,68,35,65,70.75,48.2,75,73.66666666666667,78,66.85714285714286,40.0,7,0
c01p0744,Scientist community helpers,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,79.75,78,78,78,78,78,78,88,88,82,78,78,75,78,25,65,75.0,68.2,85,75.0,78,71.42857142857143,48.833333333333336,6,0
c01p0745,Scientist community helpers,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,75.66666666666666,75,78,78,72,78,78,85,78,78,68,72,68,72,25,75,73.25,53.6,78,73.66666666666667,78,67.28571428571429,43.333333333333336,7,0
c01p0753,Scientist community helpers,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,65.25,55,65,68,62,68,62,78,75,72,65,68,45,65,25,65,67.5,42.4,65,58.333333333333336,65,65.0,36.666666666666664,2,0
c01p0770,Scientist community helpers,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,77.91666666666667,78,78,78,78,78,78,82,82,82,75,78,68,78,25,65,74.25,68.2,78,74.66666666666667,78,68.42857142857143,50.0,7,0
c01p0771,Scientist community helpers,Male,60+,Other,Bachelor's degree,"$56,000 to $99,999",Democrat,76.58333333333334,78,75,78,75,78,75,82,82,78,75,75,68,75,25,75,71.75,60.4,78,76.0,78,74.57142857142857,40.5,10,0
c01p0777,Scientist community helpers,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,83.16666666666667,78,88,88,82,88,82,88,88,88,75,78,75,78,15,75,78.5,69.0,92,84.0,85,76.42857142857143,51.666666666666664,7,0
c01p0779,Scientist community helpers,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,77.16666666666667,78,78,78,78,78,78,78,78,78,78,78,68,72,25,55,73.25,67.0,78,72.66666666666667,78,69.71428571428571,43.333333333333336,10,0
c01p0780,Scientist community helpers,Female,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,64.58333333333333,62,65,62,62,65,62,75,75,72,65,65,45,68,35,65,69.0,47.0,65,59.333333333333336,68,67.28571428571429,36.666666666666664,10,0
c01p0783,Scientist community helpers,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,69.0,65,68,68,65,68,68,78,78,75,65,65,65,65,25,65,70.75,50.2,68,66.0,68,67.71428571428571,43.333333333333336,4,0
c01p0785,Scientist community helpers,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,72.58333333333333,72,78,72,68,78,68,78,78,78,65,68,68,68,25,65,70.75,50.2,75,72.66666666666667,75,66.28571428571429,43.333333333333336,7,0
c01p0786,Scientist community helpers,Female,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,63.333333333333336,65,62,68,62,68,62,68,65,68,65,62,45,65,35,65,62.5,41.0,65,61.666666666666664,65,64.0,38.333333333333336,7,0
c01p0794,Scientist community helpers,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,47.25,35,45,45,45,62,45,65,55,65,35,35,35,45,45,65,52.5,36.0,45,35.0,65,47.857142857142854,28.333333333333332,10,0
c01p0798,Scientist community helpers,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,56.666666666666664,45,65,62,45,65,62,68,68,75,45,45,35,45,25,65,60.0,32.0,55,45.0,65,49.285714285714285,28.333333333333332,10,0
c01p0800,Scientist community helpers,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,78.75,78,78,78,78,78,75,85,85,82,75,78,75,78,25,65,78.25,64.8,78,77.0,78,71.57142857142857,50.5,7,0
c01p0820,Scientist community helpers,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,60.99999999999999,62,58,58,62,68,58,75,68,68,65,45,45,55,35,75,64.0,44.4,68,48.333333333333336,65,62.142857142857146,35.0,4,0
c01p0841,Scientist community helpers,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,72.91666666666667,75,72,78,68,78,72,78,78,78,68,65,65,75,25,65,70.0,60.4,75,58.333333333333336,75,61.57142857142857,35.0,10,0
c01p0849,Scientist community helpers,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,74.33333333333334,78,72,78,68,78,72,78,78,78,72,72,68,72,25,65,71.5,61.0,78,72.66666666666667,75,68.28571428571429,43.333333333333336,10,0
c01p0862,Scientist community helpers,Male,30-44,Other,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,80.91666666666667,75,85,85,78,78,78,88,88,85,78,78,75,78,15,65,77.5,71.8,85,78.33333333333333,75,75.28571428571429,48.833333333333336,6,0
c01p0867,Scientist community helpers,Female,45-59,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,78.41666666666667,78,78,78,78,78,78,85,85,78,75,75,75,78,25,65,75.25,63.6,85,80.33333333333333,78,73.85714285714286,51.666666666666664,6,0
c01p0869,Scientist community helpers,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,78.75,78,78,78,78,78,78,88,82,82,75,75,75,78,25,65,75.75,65.6,78,75.0,78,72.57142857142857,50.5,7,0
c01p0872,Scientist community helpers,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,79.25,78,78,78,78,78,78,85,85,82,78,78,75,78,25,65,72.5,63.6,78,77.0,78,71.71428571428571,48.833333333333336,10,0
c01p0880,Scientist community helpers,Female,30-44,Other,High school diploma / GED,"$30,000 to $55,999",Democrat,78.66666666666667,78,78,78,78,78,78,85,85,78,75,78,75,78,25,65,71.75,63.0,78,73.66666666666667,78,71.57142857142857,46.666666666666664,6,0
c01p0891,Scientist community helpers,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,71.91666666666666,68,68,78,68,78,68,78,78,78,68,68,65,72,25,65,71.5,60.4,75,62.666666666666664,75,64.57142857142857,40.0,10,0
c01p0916,Scientist community helpers,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,79.75,78,78,78,78,78,78,88,88,82,78,78,75,78,25,65,75.0,66.2,85,75.0,75,71.0,43.333333333333336,6,0
c01p0917,Scientist community helpers,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,78.16666666666667,78,78,78,78,78,78,85,82,82,78,75,68,78,25,65,81.0,68.8,78,76.0,78,71.14285714285714,51.0,4,0
c01p0919,Scientist community helpers,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,80.58333333333333,78,82,78,78,78,78,88,88,85,78,78,78,78,25,65,76.0,68.2,85,76.0,78,71.85714285714286,48.833333333333336,6,0
c01p0922,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,72.33333333333333,72,75,78,65,75,68,78,78,78,68,68,65,68,25,75,73.25,58.2,68,61.666666666666664,75,65.71428571428571,38.333333333333336,6,0
c01p0925,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,74.0,75,78,75,72,78,72,78,78,78,68,68,68,72,25,65,73.25,61.0,75,73.66666666666667,78,66.28571428571429,43.333333333333336,7,0
c01p0927,Scientist community helpers,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,77.91666666666667,78,78,78,75,78,75,88,82,82,75,78,68,75,25,75,72.5,61.0,78,76.0,78,71.71428571428571,42.166666666666664,6,0
c01p0929,Scientist community helpers,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,73.75,72,72,78,72,78,68,78,78,78,75,68,68,72,25,65,71.5,59.0,75,66.0,78,69.14285714285714,42.166666666666664,6,0
c01p0930,Scientist community helpers,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,75.25,75,78,75,75,75,75,85,82,82,68,68,65,75,15,75,71.75,51.6,75,68.33333333333333,75,63.57142857142857,46.666666666666664,10,0
c01p0931,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,61.416666666666664,65,68,55,62,68,55,75,65,72,45,62,45,62,25,65,65.75,41.0,65,51.666666666666664,68,54.42857142857143,31.666666666666668,10,0
c01p0933,Scientist community helpers,Female,30-44,Other,High school diploma / GED,"$30,000 to $55,999",Democrat,70.91666666666666,72,68,68,68,78,68,75,75,78,65,68,68,68,25,65,70.75,50.2,75,69.33333333333333,78,67.71428571428571,42.166666666666664,6,0
c01p0934,Scientist community helpers,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,65.33333333333333,62,65,68,62,68,62,78,75,72,65,62,45,68,25,65,63.25,47.0,45,51.666666666666664,65,56.857142857142854,30.0,10,0
